Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90
Alan Matturro,uy URU,DF,Levante,es La Liga,20.0,2004.0,19,10,947,10.5,1,1,2,1,0,0,0,1,8,1,7,10,0,0,6,13,0,12.5,0.13,1.0,1.0,-0.86,-0.67,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.09503695881731784,0.09503695881731784,0.1900739176346357,0.09503695881731784,0.0,0.0,0.0,0.09503695881731784,0.7602956705385427,0.09503695881731784,0.6652587117212249,0.9503695881731785,0.0,0.0,0.5702217529039071,1.2354804646251318,0.0
Konstantinos Mavropanos,gr GRE,DF,West Ham United,eng Premier League,27.0,1997.0,31,27,2534,28.2,3,0,3,3,0,0,2,0,23,8,16,9,2,4,47,24,2,34.8,0.13,0.38,1.03,-0.36,0.56,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.10655090765588004,0.0,0.10655090765588004,0.10655090765588004,0.0,0.0,0.07103393843725335,0.0,0.8168902920284136,0.2841357537490134,0.5682715074980268,0.3196527229676401,0.07103393843725335,0.1420678768745067,1.669297553275454,0.8524072612470404,0.07103393843725335
Christian Mawissa,fr FRA,"DF,MF",Monaco,fr Ligue 1,20.0,2005.0,18,13,1191,13.2,0,0,0,0,0,0,4,0,2,1,12,12,0,5,15,25,0,50.0,0.0,0.0,1.78,0.08,-0.17,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.30226700251889166,0.0,0.15113350125944583,0.07556675062972291,0.906801007556675,0.906801007556675,0.0,0.3778337531486146,1.1335012594458438,1.8891687657430731,0.0
Borja Mayoral,es ESP,FW,Getafe,es La Liga,28.0,1997.0,16,12,1058,11.8,4,1,5,4,0,1,0,0,15,7,6,7,11,6,4,5,0,46.7,0.27,0.57,0.94,-0.51,-0.51,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.3402646502835539,0.08506616257088848,0.42533081285444235,0.3402646502835539,0.0,0.08506616257088848,0.0,0.0,1.275992438563327,0.5954631379962193,0.5103969754253308,0.5954631379962193,0.9357277882797732,0.5103969754253308,0.3402646502835539,0.42533081285444235,0.0
Senny Mayulu,fr FRA,"MF,FW",Paris Saint-Germain,fr Ligue 1,19.0,2006.0,26,21,1672,18.6,4,4,8,4,0,0,2,0,35,11,24,20,1,27,12,31,0,31.4,0.11,0.36,2.12,1.18,-0.31,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.21531100478468898,0.21531100478468898,0.43062200956937796,0.21531100478468898,0.0,0.0,0.10765550239234449,0.0,1.883971291866029,0.5921052631578947,1.291866028708134,1.076555023923445,0.053827751196172245,1.4533492822966507,0.645933014354067,1.6686602870813396,0.0
Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,19.0,2005.0,28,20,1849,20.5,3,4,7,3,0,0,2,0,54,17,19,36,3,64,16,24,0,31.5,0.06,0.18,1.64,0.73,0.28,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1460248783126014,0.19469983775013522,0.34072471606273663,0.1460248783126014,0.0,0.0,0.09734991887506761,0.0,2.6284478096268256,0.8274743104380746,0.9248242293131422,1.752298539751217,0.1460248783126014,3.1151974040021635,0.7787993510005409,1.1681990265008113,0.0
Noussair Mazraoui,ma MAR,"DF,MF",Manchester Utd,eng Premier League,27.0,1997.0,20,11,985,10.9,0,0,0,0,0,0,3,0,5,0,12,14,0,13,11,15,0,0.0,0.0,,2.0,0.82,0.45,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.27411167512690354,0.0,0.45685279187817257,0.0,1.0964467005076142,1.2791878172588833,0.0,1.1878172588832487,1.0050761421319796,1.3705583756345179,0.0
Samuel Mbangula,be BEL,"MF,FW",Werder Bremen,de Bundesliga,21.0,2004.0,26,12,1171,13.0,3,2,5,3,0,0,0,0,17,8,4,23,4,23,3,10,0,47.1,0.18,0.38,0.85,-0.54,0.22,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.23057216054654142,0.1537147736976943,0.38428693424423566,0.23057216054654142,0.0,0.0,0.0,0.0,1.3065755764304012,0.6148590947907772,0.3074295473953886,1.7677198975234842,0.3074295473953886,1.7677198975234842,0.23057216054654142,0.7685738684884713,0.0
Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26.0,1998.0,31,29,2599,28.9,25,5,30,17,8,9,4,0,146,63,13,36,39,26,3,1,0,43.2,0.12,0.27,2.29,1.0,-0.42,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.8657175836860331,0.17314351673720663,1.0388611004232398,0.5886879569065024,0.2770296267795306,0.3116583301269719,0.1385148133897653,0.0,5.055790688726433,2.1816083108888034,0.45017314351673726,1.2466333205078877,1.3505194305502115,0.9003462870334745,0.10388611004232397,0.03462870334744132,0.0
Ibrahim Mbaye,sn SEN,"FW,MF",Paris Saint-Germain,fr Ligue 1,17.0,2008.0,24,10,1006,11.2,3,2,5,3,0,0,0,0,24,10,10,13,2,16,4,7,0,41.7,0.13,0.3,2.29,1.07,-0.37,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.268389662027833,0.17892644135188865,0.44731610337972166,0.268389662027833,0.0,0.0,0.0,0.0,2.147117296222664,0.8946322067594433,0.8946322067594433,1.1630218687872764,0.17892644135188865,1.4314115308151092,0.3578528827037773,0.6262425447316103,0.0
Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,30.0,1994.0,13,9,954,10.6,0,0,0,0,0,0,3,0,7,3,10,6,0,0,13,8,1,42.9,0.0,0.0,2.23,0.66,0.32,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2830188679245283,0.0,0.6603773584905661,0.2830188679245283,0.9433962264150944,0.5660377358490566,0.0,0.0,1.2264150943396226,0.7547169811320755,0.09433962264150944
Bryan Mbeumo,cm CMR,"MF,FW",Manchester Utd,eng Premier League,25.0,1999.0,33,31,2609,29.0,11,3,14,11,0,0,4,0,73,32,23,28,7,105,7,11,0,43.8,0.15,0.34,1.97,0.72,0.95,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.3794557301648141,0.10348792640858566,0.48294365657339977,0.3794557301648141,0.0,0.0,0.13798390187811424,0.0,2.5182062092755846,1.103871215024914,0.7934074357991567,0.9658873131467995,0.24147182828669989,3.6220774243004983,0.24147182828669989,0.3794557301648141,0.0
Pathé Mboup,sn SEN,MF,Brest,fr Ligue 1,21.0,2003.0,28,9,1054,11.7,1,0,1,1,0,0,6,0,23,10,34,19,5,11,12,18,0,43.5,0.04,0.1,1.14,-0.51,-0.24,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.08538899430740038,0.0,0.08538899430740038,0.08538899430740038,0.0,0.0,0.5123339658444023,0.0,1.9639468690702087,0.8538899430740038,2.903225806451613,1.6223908918406074,0.4269449715370019,0.9392789373814042,1.0246679316888045,1.537001897533207,0.0
Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25.0,2000.0,31,30,2717,30.2,0,1,1,0,0,0,5,0,10,3,27,16,1,2,38,33,0,30.0,0.0,0.0,1.23,-0.07,0.2,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.03312476996687523,0.03312476996687523,0.0,0.0,0.0,0.16562384983437617,0.0,0.33124769966875234,0.09937430990062569,0.8943687891056312,0.5299963194700037,0.03312476996687523,0.06624953993375046,1.2587412587412588,1.0931174089068827,0.0
John McGinn,sct SCO,MF,Aston Villa,eng Premier League,30.0,1994.0,30,28,2137,23.7,5,4,9,5,0,0,5,0,28,12,31,48,0,82,12,17,0,42.9,0.18,0.42,1.9,0.38,0.52,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.21057557323350493,0.16846045858680395,0.37903603182030887,0.21057557323350493,0.0,0.0,0.21057557323350493,0.0,1.1792232101076274,0.5053813757604118,1.3055685540477304,2.021525503041647,0.0,3.4534394010294807,0.5053813757604118,0.7159569489939167,0.0
Weston McKennie,us USA,MF,Juventus,it Serie A,26.0,1998.0,36,32,2835,31.5,5,5,10,5,0,0,5,0,43,16,44,11,7,36,26,24,0,37.2,0.12,0.31,1.81,0.7,-0.07,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.15873015873015872,0.15873015873015872,0.31746031746031744,0.15873015873015872,0.0,0.0,0.15873015873015872,0.0,1.3650793650793651,0.507936507936508,1.3968253968253967,0.3492063492063492,0.2222222222222222,1.1428571428571428,0.8253968253968255,0.761904761904762,0.0
Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26.0,1999.0,30,28,2494,27.7,0,2,2,0,0,0,7,1,6,1,35,12,1,4,25,31,0,16.7,0.0,0.0,1.3,-0.04,-0.35,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.07217321571772253,0.07217321571772253,0.0,0.0,0.0,0.2526062550120289,0.03608660785886127,0.2165196471531676,0.03608660785886127,1.2630312750601442,0.4330392943063352,0.03608660785886127,0.14434643143544507,0.9021651964715317,1.1186848436246992,0.0
Dwight McNeil,eng ENG,MF,Everton,eng Premier League,25.0,1999.0,22,14,1168,13.0,0,1,1,0,0,0,1,0,24,5,11,7,2,40,10,16,0,20.8,0.0,0.0,1.45,0.39,0.7,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.07705479452054795,0.07705479452054795,0.0,0.0,0.0,0.07705479452054795,0.0,1.8493150684931505,0.3852739726027397,0.8476027397260274,0.5393835616438356,0.1541095890410959,3.0821917808219177,0.7705479452054794,1.2328767123287672,0.0
Scott McTominay,sct SCO,MF,Napoli,it Serie A,28.0,1996.0,33,31,2791,31.0,10,3,13,10,0,1,1,0,101,34,24,73,5,10,23,13,0,33.7,0.1,0.29,2.09,0.71,0.71,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.32246506628448585,0.09673951988534575,0.4192045861698316,0.32246506628448585,0.0,0.03224650662844858,0.03224650662844858,0.0,3.256897169473307,1.0963812253672518,0.773916159082766,2.353994983876747,0.16123253314224292,0.32246506628448585,0.7416696524543174,0.4192045861698316,0.0
Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26.0,1999.0,17,16,1365,15.2,0,1,1,0,0,0,7,0,4,1,24,9,0,13,24,16,1,25.0,0.0,0.0,1.76,0.2,-0.6,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.06593406593406594,0.06593406593406594,0.0,0.0,0.0,0.46153846153846156,0.0,0.26373626373626374,0.06593406593406594,1.5824175824175823,0.5934065934065934,0.0,0.8571428571428572,1.5824175824175823,1.054945054945055,0.06593406593406594
Henrik Meister,dk DEN,FW,Pisa,it Serie A,21.0,2003.0,28,15,1515,16.8,2,0,2,2,0,0,2,0,20,8,26,17,5,1,1,3,0,40.0,0.1,0.25,0.46,-0.89,0.53,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.1188118811881188,0.0,0.1188118811881188,0.1188118811881188,0.0,0.0,0.1188118811881188,0.0,1.188118811881188,0.4752475247524752,1.5445544554455446,1.00990099009901,0.297029702970297,0.0594059405940594,0.0594059405940594,0.1782178217821782,0.0
Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23.0,2001.0,25,22,1979,22.0,0,3,3,0,0,0,5,0,8,1,30,25,2,12,13,15,0,12.5,0.0,0.0,1.44,0.09,0.51,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.13643254168772107,0.13643254168772107,0.0,0.0,0.0,0.22738756947953512,0.0,0.3638201111672562,0.045477513895907026,1.3643254168772108,1.1369378473976754,0.09095502779181405,0.5457301667508843,0.5912076806467913,0.6821627084386054,0.0
Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22.0,2003.0,27,15,1229,13.7,1,4,5,1,0,0,10,0,19,5,23,46,3,30,7,17,0,26.3,0.05,0.2,0.74,-0.81,0.26,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07323026851098453,0.29292107404393813,0.3661513425549227,0.07323026851098453,0.0,0.0,0.7323026851098454,0.0,1.3913751017087064,0.3661513425549227,1.6842961757526445,3.368592351505289,0.21969080553295361,2.196908055329536,0.5126118795768918,1.2449145646867372,0.0
Nuno Mendes,pt POR,DF,Paris Saint-Germain,fr Ligue 1,23.0,2002.0,20,13,1256,14.0,4,5,9,3,1,1,1,0,30,15,12,25,3,44,14,20,0,50.0,0.1,0.2,2.25,1.22,-0.18,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.28662420382165604,0.35828025477707004,0.6449044585987261,0.21496815286624202,0.07165605095541401,0.07165605095541401,0.07165605095541401,0.0,2.1496815286624207,1.0748407643312103,0.8598726114649681,1.7914012738853502,0.21496815286624202,3.1528662420382165,1.003184713375796,1.4331210191082802,0.0
Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,28.0,1997.0,29,21,1660,18.4,6,2,8,5,1,2,4,1,36,16,42,35,7,62,8,18,0,44.4,0.14,0.31,1.24,-0.05,0.0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.3253012048192771,0.10843373493975905,0.4337349397590362,0.27108433734939763,0.054216867469879526,0.10843373493975905,0.2168674698795181,0.054216867469879526,1.9518072289156627,0.8674698795180724,2.2771084337349397,1.897590361445783,0.3795180722891566,3.36144578313253,0.4337349397590362,0.9759036144578314,0.0
Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21.0,2004.0,25,24,2097,23.3,1,0,1,1,0,0,5,0,17,7,30,22,1,21,19,35,0,41.2,0.06,0.14,0.92,-0.52,0.51,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.04291845493562232,0.0,0.04291845493562232,0.04291845493562232,0.0,0.0,0.21459227467811157,0.0,0.7296137339055794,0.30042918454935624,1.2875536480686696,0.9442060085836911,0.04291845493562232,0.9012875536480687,0.8154506437768241,1.5021459227467813,0.0
Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25.0,2000.0,27,19,1617,18.0,1,0,1,1,0,0,6,0,17,5,37,27,0,5,18,23,0,29.4,0.06,0.2,1.15,-0.56,-0.36,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.05565862708719852,0.0,0.05565862708719852,0.05565862708719852,0.0,0.0,0.3339517625231911,0.0,0.9461966604823747,0.2782931354359926,2.0593692022263452,1.50278293135436,0.0,0.2782931354359926,1.0018552875695732,1.2801484230055657,0.0
Nobel Mendy,sn SEN,DF,Rayo Vallecano,es La Liga,20.0,2004.0,24,22,1797,20.0,2,0,2,2,0,0,9,2,11,3,32,12,1,6,23,15,0,27.3,0.18,0.67,1.25,-0.25,-0.36,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.1001669449081803,0.0,0.1001669449081803,0.1001669449081803,0.0,0.0,0.4507512520868113,0.1001669449081803,0.5509181969949917,0.15025041736227046,1.6026711185308848,0.6010016694490818,0.05008347245409015,0.3005008347245409,1.1519198664440735,0.7512520868113522,0.0
Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27.0,1998.0,30,26,2327,25.9,0,2,2,0,0,0,8,0,1,0,37,34,1,64,23,37,0,0.0,0.0,,1.03,-0.04,1.07,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.07735281478298238,0.07735281478298238,0.0,0.0,0.0,0.3094112591319295,0.0,0.03867640739149119,0.0,1.4310270734851742,1.3149978513107003,0.03867640739149119,2.475290073055436,0.8895573700042975,1.4310270734851742,0.0
Khalis Merah,fr FRA,"MF,FW",Lyon,fr Ligue 1,18.0,2007.0,22,15,1130,12.6,0,1,1,0,0,0,2,0,6,3,11,20,0,13,6,19,0,50.0,0.0,0.0,2.18,0.72,0.53,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.0,0.07964601769911504,0.07964601769911504,0.0,0.0,0.0,0.1592920353982301,0.0,0.47787610619469023,0.23893805309734512,0.8761061946902655,1.592920353982301,0.0,1.0353982300884956,0.47787610619469023,1.5132743362831858,0.0
Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29.0,1996.0,22,10,1036,11.5,4,3,7,4,0,0,1,0,22,8,22,20,3,4,9,13,0,36.4,0.18,0.5,2.23,1.04,-0.17,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.3474903474903475,0.2606177606177606,0.6081081081081081,0.3474903474903475,0.0,0.0,0.08687258687258688,0.0,1.9111969111969112,0.694980694980695,1.9111969111969112,1.7374517374517373,0.2606177606177606,0.3474903474903475,0.7818532818532818,1.1293436293436292,0.0
Quentin Merlin,fr FRA,"DF,MF",Rennes,fr Ligue 1,23.0,2002.0,33,27,2533,28.1,1,5,6,1,0,0,2,0,26,7,22,30,5,156,29,38,0,26.9,0.04,0.14,1.76,0.07,-1.12,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.035530990919857876,0.17765495459928937,0.21318594551914727,0.035530990919857876,0.0,0.0,0.07106198183971575,0.0,0.9238057639163049,0.2487169364390051,0.7816818002368733,1.0659297275957362,0.17765495459928937,5.542834583497829,1.0303987366758784,1.3501776549545994,0.0
Dayann Methalie,fr FRA,MF,Toulouse,fr Ligue 1,19.0,2006.0,28,23,1961,21.8,2,1,3,2,0,0,9,0,15,7,57,12,1,43,23,31,0,46.7,0.13,0.29,1.11,-0.37,-1.1,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.09178990311065784,0.04589495155532892,0.13768485466598673,0.09178990311065784,0.0,0.0,0.4130545639979602,0.0,0.6884242733299337,0.3212646608873024,2.616012238653748,0.5507394186639469,0.04589495155532892,1.9734829168791435,1.055583885772565,1.4227434982151963,0.0
Karol Mets,ee EST,DF,St Pauli,de Bundesliga,32.0,1993.0,23,22,1932,21.5,1,0,1,1,0,0,3,0,7,1,13,11,1,6,22,22,0,14.3,0.14,1.0,0.78,-1.07,-0.43,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.04658385093167702,0.0,0.04658385093167702,0.04658385093167702,0.0,0.0,0.13975155279503104,0.0,0.32608695652173914,0.04658385093167702,0.6055900621118012,0.5124223602484472,0.04658385093167702,0.2795031055900621,1.0248447204968945,1.0248447204968945,0.0
Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33.0,1991.0,25,21,1909,21.2,2,2,4,2,0,0,3,0,19,5,29,3,2,51,17,18,0,26.3,0.11,0.4,2.08,0.8,0.96,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.09429020429544265,0.09429020429544265,0.1885804085908853,0.09429020429544265,0.0,0.0,0.14143530644316396,0.0,0.8957569408067051,0.23572551073860662,1.3672079622839184,0.14143530644316396,0.09429020429544265,2.4044002095337875,0.8014667365112624,0.8486118386589838,0.0
Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,24.0,2000.0,32,23,2109,23.4,13,6,19,13,0,0,1,0,65,32,13,45,3,21,5,4,0,49.2,0.2,0.41,1.91,0.6,-0.23,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.5547652916073968,0.25604551920341395,0.8108108108108109,0.5547652916073968,0.0,0.0,0.04267425320056899,0.0,2.7738264580369845,1.3655761024182076,0.5547652916073968,1.9203413940256044,0.12802275960170698,0.8961593172119487,0.21337126600284498,0.17069701280227595,0.0
William Mikelbrencis,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21.0,2004.0,26,15,1372,15.2,0,4,4,0,0,0,3,0,12,6,18,5,5,54,6,22,0,50.0,0.0,0.0,1.04,-1.12,-1.28,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0,0.26239067055393583,0.26239067055393583,0.0,0.0,0.0,0.1967930029154519,0.0,0.7871720116618076,0.3935860058309038,1.1807580174927115,0.3279883381924198,0.3279883381924198,3.542274052478134,0.3935860058309038,1.4431486880466473,0.0
Nikola Milenković,rs SRB,DF,Nottingham Forest,eng Premier League,27.0,1997.0,38,37,3375,37.5,0,0,0,0,0,0,6,0,16,1,21,20,1,2,29,19,1,6.3,0.0,0.0,1.16,-0.13,-4.13,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.42666666666666664,0.026666666666666665,0.5599999999999999,0.5333333333333333,0.026666666666666665,0.05333333333333333,0.7733333333333333,0.5066666666666666,0.026666666666666665
Lewis Miley,eng ENG,"MF,DF",Newcastle United,eng Premier League,19.0,2006.0,23,15,1496,16.6,1,4,5,1,0,0,0,0,12,4,5,4,2,42,20,18,0,33.3,0.08,0.25,1.3,0.18,0.41,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.06016042780748663,0.24064171122994651,0.30080213903743314,0.06016042780748663,0.0,0.0,0.0,0.0,0.7219251336898397,0.24064171122994651,0.30080213903743314,0.24064171122994651,0.12032085561497326,2.5267379679144386,1.2032085561497325,1.0828877005347592,0.0
Éder Militão,br BRA,DF,Real Madrid,es La Liga,27.0,1998.0,16,14,1139,12.7,2,1,3,2,0,0,2,0,21,9,15,13,0,1,10,16,0,42.9,0.1,0.22,2.06,1.34,0.36,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.15803336259877085,0.07901668129938542,0.23705004389815626,0.15803336259877085,0.0,0.0,0.15803336259877085,0.0,1.6593503072870939,0.7111501316944688,1.1852502194907815,1.0272168568920104,0.0,0.07901668129938542,0.7901668129938543,1.2642669007901668,0.0
Luis Milla,es ESP,MF,Getafe,es La Liga,30.0,1994.0,37,37,3271,36.3,1,10,11,1,0,0,5,1,27,4,32,43,3,225,42,33,0,14.8,0.04,0.25,1.38,-0.08,1.73,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.027514521553041883,0.2751452155304188,0.3026597370834607,0.027514521553041883,0.0,0.0,0.1375726077652094,0.027514521553041883,0.7428920819321309,0.11005808621216753,0.8804646896973403,1.183124426780801,0.08254356465912564,6.190767349434424,1.155609905227759,0.9079792112503822,0.0
Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32.0,1992.0,33,24,1973,21.9,7,1,8,7,0,0,6,1,59,21,24,38,10,36,18,24,0,35.6,0.12,0.33,1.33,0.18,1.18,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.3193106943740497,0.0456158134820071,0.3649265078560568,0.3193106943740497,0.0,0.0,0.2736948808920426,0.0456158134820071,2.691332995438419,0.9579320831221491,1.0947795235681703,1.7334009123162697,0.45615813482007095,1.6421692853522556,0.8210846426761278,1.0947795235681703,0.0
Lennon Miller,sct SCO,MF,Udinese,it Serie A,18.0,2006.0,24,9,996,11.1,0,2,2,0,0,0,4,0,9,1,14,17,1,32,9,12,0,11.1,0.0,0.0,1.25,0.45,0.75,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.18072289156626503,0.18072289156626503,0.0,0.0,0.0,0.36144578313253006,0.0,0.8132530120481928,0.09036144578313252,1.2650602409638554,1.536144578313253,0.09036144578313252,2.8915662650602405,0.8132530120481928,1.0843373493975905,0.0
Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28.0,1996.0,25,19,1602,17.8,1,1,2,1,0,0,1,0,5,3,9,3,0,1,38,19,0,60.0,0.2,0.33,2.56,2.02,-1.06,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.056179775280898875,0.056179775280898875,0.11235955056179775,0.056179775280898875,0.0,0.0,0.056179775280898875,0.0,0.28089887640449435,0.16853932584269662,0.5056179775280899,0.16853932584269662,0.0,0.056179775280898875,2.134831460674157,1.0674157303370786,0.0
Yerry Mina,co COL,DF,Cagliari,it Serie A,30.0,1994.0,26,26,2150,23.9,2,0,2,2,0,0,5,1,10,3,26,37,3,1,26,18,0,30.0,0.2,0.67,1.35,-0.13,0.58,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.08372093023255814,0.0,0.08372093023255814,0.08372093023255814,0.0,0.0,0.20930232558139533,0.04186046511627907,0.41860465116279066,0.12558139534883722,1.0883720930232557,1.5488372093023255,0.12558139534883722,0.04186046511627907,1.0883720930232557,0.7534883720930233,0.0
Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,30.0,1995.0,15,11,944,10.5,3,2,5,3,0,0,4,0,21,7,10,8,3,8,3,3,0,33.3,0.14,0.43,1.53,0.29,0.16,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.2860169491525424,0.1906779661016949,0.47669491525423724,0.2860169491525424,0.0,0.0,0.3813559322033898,0.0,2.0021186440677967,0.6673728813559322,0.9533898305084745,0.7627118644067796,0.2860169491525424,0.7627118644067796,0.2860169491525424,0.2860169491525424,0.0
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32.0,1993.0,17,15,1324,14.7,0,0,0,0,0,0,1,0,9,1,10,8,0,4,11,2,0,11.1,0.0,0.0,1.24,-0.48,-1.08,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.06797583081570997,0.0,0.6117824773413897,0.06797583081570997,0.6797583081570997,0.5438066465256798,0.0,0.2719033232628399,0.7477341389728097,0.13595166163141995,0.0
Óscar Mingueza,es ESP,MF,Celta Vigo,es La Liga,26.0,1999.0,34,21,1968,21.9,1,4,5,1,0,0,4,0,14,5,15,28,1,68,9,20,0,35.7,0.07,0.2,1.44,0.5,0.87,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.04573170731707318,0.1829268292682927,0.22865853658536583,0.04573170731707318,0.0,0.0,0.1829268292682927,0.0,0.6402439024390244,0.22865853658536583,0.6859756097560975,1.2804878048780488,0.04573170731707318,3.1097560975609757,0.4115853658536585,0.9146341463414633,0.0
Yankuba Minteh,gm GAM,MF,Brighton,eng Premier League,21.0,2004.0,34,26,2391,26.6,3,4,7,3,0,0,3,0,41,11,32,22,10,159,15,37,0,26.8,0.07,0.27,1.26,0.23,0.23,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.11292346298619824,0.15056461731493098,0.26348808030112925,0.11292346298619824,0.0,0.0,0.11292346298619824,0.0,1.5432873274780428,0.41405269761606023,1.2045169385194479,0.8281053952321205,0.3764115432873275,5.984943538268507,0.5646173149309912,1.3927227101631117,0.0
Rafa Mir,es ESP,"FW,MF",Elche,es La Liga,28.0,1997.0,27,21,1803,20.0,8,0,8,7,1,2,4,0,69,36,39,16,7,19,4,7,0,52.2,0.1,0.19,1.22,0.3,1.08,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.3993344425956739,0.0,0.3993344425956739,0.34941763727121466,0.04991680532445924,0.09983361064891848,0.19966722129783696,0.0,3.4442595673876872,1.7970049916805324,1.9467554076539102,0.7986688851913478,0.34941763727121466,0.9484193011647254,0.19966722129783696,0.34941763727121466,0.0
