Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90
Linton Maina,de GER,"MF,FW",Köln,de Bundesliga,26.0,1999.0,24,9,1023,11.4,2,0,2,2,0,0,0,0,20,8,8,6,1,25,4,6,0,40.0,0.1,0.25,0.92,-0.79,-0.57,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.17595307917888564,0.0,0.17595307917888564,0.17595307917888564,0.0,0.0,0.0,0.0,1.7595307917888563,0.7038123167155426,0.7038123167155426,0.5278592375366569,0.08797653958944282,2.19941348973607,0.3519061583577713,0.5278592375366569,0.0
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30.0,1994.0,34,34,3060,34.0,2,2,4,2,0,0,1,0,37,9,10,20,3,0,36,30,0,24.3,0.05,0.22,0.76,-0.91,,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0,0.029411764705882353,0.0,1.0882352941176472,0.2647058823529412,0.29411764705882354,0.5882352941176471,0.08823529411764705,0.0,1.0588235294117647,0.8823529411764706,0.0
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20.0,2005.0,28,16,1662,18.5,1,2,3,1,0,0,2,0,13,3,12,22,1,13,19,20,0,23.1,0.08,0.33,2.21,0.87,0.71,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.05415162454873646,0.10830324909747292,0.1624548736462094,0.05415162454873646,0.0,0.0,0.10830324909747292,0.0,0.703971119133574,0.1624548736462094,0.6498194945848376,1.1913357400722022,0.05415162454873646,0.703971119133574,1.0288808664259927,1.0830324909747293,0.0
Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27.0,1997.0,30,28,2483,27.6,1,4,5,1,0,1,7,1,14,7,37,12,1,44,33,36,0,50.0,0.07,0.14,1.83,0.47,0.47,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.03624647603705195,0.1449859041482078,0.18123238018525978,0.03624647603705195,0.0,0.03624647603705195,0.25372533225936367,0.03624647603705195,0.5074506645187273,0.25372533225936367,1.3411196133709222,0.43495771244462345,0.03624647603705195,1.594844945630286,1.1961337092227144,1.3048731373338702,0.0
Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27.0,1998.0,28,16,1371,15.2,2,3,5,2,0,0,5,0,27,6,30,22,4,28,8,18,0,22.2,0.07,0.33,0.75,-0.66,0.09,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.13129102844638948,0.19693654266958424,0.3282275711159738,0.13129102844638948,0.0,0.0,0.3282275711159738,0.0,1.7724288840262583,0.3938730853391685,1.9693654266958425,1.4442013129102846,0.26258205689277897,1.8380743982494532,0.5251641137855579,1.1816192560175054,0.0
Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27.0,1998.0,31,23,1800,20.0,4,2,6,4,0,0,2,0,39,14,12,35,0,18,14,16,1,35.9,0.1,0.29,1.35,0.05,0.34,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.2,0.1,0.30000000000000004,0.2,0.0,0.0,0.1,0.0,1.9500000000000002,0.7,0.6000000000000001,1.75,0.0,0.9,0.7,0.8,0.05
Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23.0,2001.0,20,12,1178,13.1,0,1,1,0,0,0,1,0,0,0,10,9,2,32,14,10,0,,,,1.45,-0.08,0.16,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.07640067911714771,0.07640067911714771,0.0,0.0,0.0,0.07640067911714771,0.0,0.0,0.0,0.7640067911714771,0.6876061120543294,0.15280135823429541,2.4448217317487266,1.0696095076400678,0.7640067911714771,0.0
Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,18.0,2006.0,34,20,1956,21.7,13,4,17,12,1,1,4,0,74,30,15,23,18,39,8,14,0,40.5,0.16,0.4,0.94,-0.23,0.5,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.598159509202454,0.18404907975460125,0.7822085889570553,0.5521472392638037,0.04601226993865031,0.04601226993865031,0.18404907975460125,0.0,3.4049079754601226,1.3803680981595092,0.6901840490797546,1.0582822085889572,0.8282208588957056,1.7944785276073618,0.3680981595092025,0.6441717791411044,0.0
Youssef Maleh,ma MAR,MF,Cremonese,it Serie A,26.0,1998.0,14,14,1100,12.2,1,0,1,1,0,0,2,1,15,3,27,10,0,41,9,11,0,20.0,0.07,0.33,0.71,-1.06,-0.6,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.08181818181818182,0.0,0.08181818181818182,0.08181818181818182,0.0,0.0,0.16363636363636364,0.08181818181818182,1.2272727272727273,0.24545454545454548,2.209090909090909,0.8181818181818181,0.0,3.3545454545454545,0.7363636363636364,0.9,0.0
Donyell Malen,nl NED,FW,Roma,it Serie A,26.0,1999.0,18,18,1467,16.3,14,2,16,11,3,4,1,0,70,31,12,17,14,6,3,3,0,44.3,0.16,0.35,1.89,0.98,0.43,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.8588957055214724,0.12269938650306748,0.9815950920245399,0.6748466257668712,0.18404907975460125,0.24539877300613497,0.06134969325153374,0.0,4.294478527607362,1.9018404907975461,0.736196319018405,1.0429447852760736,0.8588957055214724,0.3680981595092025,0.18404907975460125,0.18404907975460125,0.0
Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32.0,1993.0,34,28,2235,24.8,6,3,9,3,3,3,10,0,55,15,36,26,1,68,16,19,0,27.3,0.05,0.2,1.06,-0.16,0.29,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.24161073825503354,0.12080536912751677,0.36241610738255037,0.12080536912751677,0.12080536912751677,0.12080536912751677,0.40268456375838924,0.0,2.214765100671141,0.6040268456375839,1.4496644295302015,1.0469798657718121,0.04026845637583893,2.738255033557047,0.6442953020134229,0.7651006711409396,0.0
Gianluca Mancini,it ITA,DF,Roma,it Serie A,29.0,1996.0,36,36,3059,34.0,4,2,6,4,0,0,9,0,20,8,71,42,5,29,47,28,0,40.0,0.2,0.5,1.86,0.76,0.27,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.11768551814318405,0.058842759071592025,0.17652827721477607,0.11768551814318405,0.0,0.0,0.2647924158221641,0.0,0.5884275907159202,0.2353710362863681,2.0889179470415167,1.2356979405034325,0.14710689767898005,0.8532200065380844,1.3828048381824125,0.8237986270022883,0.0
Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,31.0,1994.0,25,23,1966,21.8,0,1,1,0,0,0,7,1,4,0,32,35,1,23,29,23,0,0.0,0.0,,1.6,0.09,0.59,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.04577822990844354,0.04577822990844354,0.0,0.0,0.0,0.32044760935910477,0.04577822990844354,0.18311291963377416,0.0,1.4649033570701933,1.6022380467955237,0.04577822990844354,1.0528992878942014,1.3275686673448626,1.0528992878942014,0.0
Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33.0,1991.0,29,28,2424,26.9,1,0,1,1,0,0,8,0,14,4,17,17,1,10,44,21,0,28.6,0.07,0.25,1.83,0.33,-0.51,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03712871287128713,0.0,0.03712871287128713,0.03712871287128713,0.0,0.0,0.297029702970297,0.0,0.5198019801980198,0.1485148514851485,0.6311881188118812,0.6311881188118812,0.03712871287128713,0.37128712871287123,1.6336633663366338,0.7797029702970297,0.0
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28.0,1997.0,34,30,2421,26.9,7,3,10,6,1,1,7,0,64,18,37,56,0,69,15,24,0,28.1,0.09,0.33,1.03,-0.15,0.3,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.26022304832713755,0.11152416356877323,0.37174721189591076,0.22304832713754646,0.03717472118959108,0.03717472118959108,0.26022304832713755,0.0,2.379182156133829,0.6691449814126393,1.3754646840148699,2.0817843866171004,0.0,2.5650557620817844,0.5576208178438662,0.8921933085501859,0.0
Mateus Mane,pt POR,MF,Wolves,eng Premier League,17.0,2007.0,27,19,1795,19.9,3,1,4,3,0,0,0,0,41,17,26,47,2,94,5,13,0,41.5,0.07,0.18,0.67,-0.7,0.79,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.15041782729805014,0.05013927576601671,0.20055710306406685,0.15041782729805014,0.0,0.0,0.0,0.0,2.0557103064066853,0.8523676880222841,1.3036211699164344,2.3565459610027855,0.10027855153203342,4.713091922005571,0.25069637883008355,0.6518105849582172,0.0
Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,19.0,2005.0,27,26,2077,23.1,5,4,9,5,0,0,4,2,51,13,22,78,2,35,27,14,0,25.5,0.1,0.38,1.37,0.0,0.55,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.21665864227250844,0.17332691381800674,0.3899855560905152,0.21665864227250844,0.0,0.0,0.17332691381800674,0.08666345690900337,2.209918151179586,0.5633124699085219,0.9532980259990371,3.3798748194511314,0.08666345690900337,1.516610495907559,1.1699566682715454,0.6066441983630236,0.0
Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23.0,2002.0,27,14,1226,13.6,3,2,5,3,0,0,0,0,33,12,27,27,2,0,3,7,0,36.4,0.09,0.25,0.96,0.0,0.49,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.22022838499184338,0.1468189233278956,0.367047308319739,0.22022838499184338,0.0,0.0,0.0,0.0,2.4225122349102772,0.8809135399673735,1.9820554649265905,1.9820554649265905,0.1468189233278956,0.0,0.22022838499184338,0.5138662316476346,0.0
Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22.0,2002.0,32,29,2597,28.9,0,2,2,0,0,0,4,0,5,2,23,11,0,10,18,24,0,40.0,0.0,0.0,1.22,0.0,1.09,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0693107431651906,0.0693107431651906,0.0,0.0,0.0,0.1386214863303812,0.0,0.1732768579129765,0.0693107431651906,0.797073546399692,0.3812090874085483,0.0,0.346553715825953,0.6237966884867154,0.8317289179822872,0.0
Marcão,br BRA,DF,Sevilla,es La Liga,29.0,1996.0,13,11,938,10.4,1,0,1,1,0,0,5,1,10,2,22,21,1,1,4,4,0,20.0,0.1,0.5,1.23,-0.19,0.24,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.09594882729211088,0.0,0.09594882729211088,0.09594882729211088,0.0,0.0,0.47974413646055436,0.09594882729211088,0.9594882729211087,0.19189765458422176,2.1108742004264394,2.014925373134328,0.09594882729211088,0.09594882729211088,0.3837953091684435,0.3837953091684435,0.0
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30.0,1995.0,16,13,1178,13.1,0,1,1,0,0,0,3,0,13,3,20,10,1,0,15,12,0,23.1,0.0,0.0,1.88,0.46,-0.02,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.07640067911714771,0.07640067911714771,0.0,0.0,0.0,0.22920203735144315,0.0,0.9932088285229203,0.22920203735144315,1.5280135823429541,0.7640067911714771,0.07640067911714771,0.0,1.1460101867572157,0.9168081494057726,0.0
Marius Marin,ro ROU,MF,Pisa,it Serie A,26.0,1998.0,23,18,1281,14.2,0,0,0,0,0,0,7,0,3,0,36,20,0,18,14,26,0,0.0,0.0,,0.65,-1.05,0.21,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.4918032786885246,0.0,0.2107728337236534,0.0,2.529274004683841,1.405152224824356,0.0,1.2646370023419204,0.9836065573770492,1.826697892271663,0.0
Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22.0,2003.0,34,15,1502,16.7,0,1,1,0,0,0,2,0,13,4,22,23,5,17,9,18,0,30.8,0.0,0.0,1.26,-0.42,-0.65,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.05992010652463382,0.05992010652463382,0.0,0.0,0.0,0.11984021304926765,0.0,0.7789613848202396,0.2396804260985353,1.3182423435419441,1.378162450066578,0.2996005326231691,1.018641810918775,0.5392809587217043,1.0785619174434087,0.0
Rafa Marín,es ESP,DF,Villarreal,es La Liga,23.0,2002.0,23,21,1979,22.0,1,0,1,1,0,0,1,0,5,1,16,8,3,0,20,22,1,20.0,0.2,1.0,2.04,0.59,-0.22,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.045477513895907026,0.0,0.045477513895907026,0.045477513895907026,0.0,0.0,0.045477513895907026,0.0,0.22738756947953512,0.045477513895907026,0.7276402223345124,0.3638201111672562,0.13643254168772107,0.0,0.9095502779181405,1.0005053057099544,0.045477513895907026
Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31.0,1994.0,27,24,2145,23.8,2,0,2,2,0,0,4,0,18,8,27,7,2,3,27,28,0,44.4,0.11,0.25,1.15,-0.5,-0.01,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.08391608391608392,0.0,0.08391608391608392,0.08391608391608392,0.0,0.0,0.16783216783216784,0.0,0.7552447552447552,0.3356643356643357,1.132867132867133,0.2937062937062937,0.08391608391608392,0.1258741258741259,1.132867132867133,1.1748251748251748,0.0
Marquinhos,br BRA,DF,Paris Saint-Germain,fr Ligue 1,31.0,1994.0,14,11,1052,11.7,0,0,0,0,0,0,0,0,3,0,8,2,0,3,7,9,1,0.0,0.0,,2.21,1.54,0.33,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2566539923954373,0.0,0.6844106463878327,0.17110266159695817,0.0,0.2566539923954373,0.5988593155893536,0.7699619771863118,0.08555133079847908
Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23.0,2002.0,31,30,2559,28.4,2,2,4,2,0,0,12,1,23,4,42,51,0,11,35,32,0,17.4,0.09,0.5,1.0,-0.32,0.58,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.07033997655334115,0.07033997655334115,0.1406799531066823,0.07033997655334115,0.0,0.0,0.42203985932004684,0.035169988276670575,0.8089097303634232,0.1406799531066823,1.4771395076201643,1.7936694021101993,0.0,0.38686987104337633,1.2309495896834701,1.1254396248534584,0.0
Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,28.0,1997.0,33,26,2156,24.0,1,5,6,1,0,1,2,0,11,4,31,27,0,194,10,28,0,36.4,0.09,0.25,1.12,-0.38,-0.3,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.041743970315398886,0.20871985157699444,0.2504638218923933,0.041743970315398886,0.0,0.041743970315398886,0.08348794063079777,0.0,0.4591836734693877,0.16697588126159554,1.2940630797773656,1.12708719851577,0.0,8.098330241187384,0.4174397031539889,1.168831168831169,0.0
Gerard Martín,es ESP,DF,Barcelona,es La Liga,23.0,2002.0,32,26,2119,23.5,0,0,0,0,0,0,6,0,7,4,16,7,0,14,31,29,0,57.1,0.0,0.0,2.47,1.78,0.61,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.2548371873525248,0.0,0.2973100519112789,0.16989145823501653,0.6795658329400661,0.2973100519112789,0.0,0.5946201038225578,1.316658801321378,1.2317130722038698,0.0
Iván Martín,es ESP,MF,Girona,es La Liga,26.0,1999.0,35,29,2532,28.1,0,1,1,0,0,0,5,1,13,5,30,31,3,15,17,39,0,38.5,0.0,0.0,1.17,-0.25,0.66,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.035545023696682464,0.035545023696682464,0.0,0.0,0.0,0.1777251184834123,0.035545023696682464,0.46208530805687204,0.1777251184834123,1.066350710900474,1.1018957345971565,0.1066350710900474,0.533175355450237,0.6042654028436019,1.386255924170616,0.0
Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19.0,2006.0,25,25,2250,25.0,2,0,2,2,0,0,6,0,15,5,18,12,1,0,35,16,0,33.3,0.13,0.4,1.2,-0.08,-0.08,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.08,0.0,0.08,0.08,0.0,0.0,0.24,0.0,0.6000000000000001,0.2,0.72,0.48,0.04,0.0,1.4,0.64,0.0
Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,21.0,2004.0,35,26,2125,23.6,2,1,3,2,0,0,11,0,26,6,71,34,4,13,16,32,0,23.1,0.08,0.33,1.29,-0.34,-0.48,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.08470588235294117,0.042352941176470586,0.12705882352941178,0.08470588235294117,0.0,0.0,0.4658823529411765,0.0,1.1011764705882354,0.25411764705882356,3.007058823529412,1.44,0.16941176470588235,0.5505882352941177,0.6776470588235294,1.3552941176470588,0.0
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24.0,2001.0,30,11,1081,12.0,1,4,5,1,0,0,3,0,29,13,10,14,5,37,1,8,0,44.8,0.03,0.08,2.2,1.17,0.01,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.08325624421831637,0.3330249768732655,0.4162812210915819,0.08325624421831637,0.0,0.0,0.24976873265494912,0.0,2.4144310823311748,1.0823311748381128,0.8325624421831638,1.1655874190564293,0.4162812210915819,3.080481036077706,0.08325624421831637,0.666049953746531,0.0
Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22.0,2003.0,35,33,2666,29.6,2,3,5,2,0,0,6,0,19,4,24,30,3,50,37,39,0,21.1,0.11,0.5,1.14,-0.03,1.76,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.06751687921980495,0.10127531882970742,0.16879219804951237,0.06751687921980495,0.0,0.0,0.20255063765941483,0.0,0.641410352588147,0.1350337584396099,0.8102025506376593,1.0127531882970742,0.10127531882970742,1.6879219804951238,1.2490622655663917,1.3165791447861965,0.0
Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22.0,2003.0,21,14,1408,15.6,2,3,5,2,0,0,1,0,17,8,12,16,4,88,8,20,0,47.1,0.12,0.25,1.05,-0.13,0.41,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.1278409090909091,0.19176136363636362,0.3196022727272727,0.1278409090909091,0.0,0.0,0.06392045454545454,0.0,1.0866477272727273,0.5113636363636364,0.7670454545454545,1.0227272727272727,0.2556818181818182,5.625,0.5113636363636364,1.2784090909090908,0.0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27.0,1997.0,30,27,2159,24.0,17,6,23,17,0,0,4,0,92,39,47,47,8,17,6,13,0,42.4,0.18,0.44,2.4,1.63,0.56,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.7086614173228346,0.25011579434923575,0.9587772116720704,0.7086614173228346,0.0,0.0,0.1667438628994905,0.0,3.8351088466882817,1.6257526632700323,1.9592403890690133,1.9592403890690133,0.333487725798981,0.7086614173228346,0.25011579434923575,0.5419175544233441,0.0
Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27.0,1998.0,18,13,1233,13.7,0,0,0,0,0,0,0,1,5,0,9,2,0,2,12,11,1,0.0,0.0,,1.89,0.73,0.36,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07299270072992702,0.36496350364963503,0.0,0.656934306569343,0.14598540145985403,0.0,0.14598540145985403,0.8759124087591241,0.8029197080291971,0.07299270072992702
Pablo Martínez,es ESP,MF,Levante,es La Liga,27.0,1998.0,27,21,1857,20.6,1,5,6,1,0,0,3,0,28,4,30,12,3,87,19,10,0,14.3,0.04,0.25,1.37,-0.15,0.49,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.048465266558966075,0.24232633279483037,0.29079159935379645,0.048465266558966075,0.0,0.0,0.14539579967689822,0.0,1.3570274636510502,0.1938610662358643,1.4539579967689822,0.5815831987075929,0.14539579967689822,4.216478190630048,0.9208400646203554,0.48465266558966075,0.0
Toni Martínez,es ESP,FW,Alavés,es La Liga,28.0,1997.0,37,32,2714,30.2,14,3,17,13,1,1,2,0,93,36,46,37,13,14,4,15,0,38.7,0.14,0.36,1.08,-0.03,1.37,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.46425939572586583,0.09948415622697127,0.5637435519528372,0.4310980103168755,0.03316138540899042,0.03316138540899042,0.06632277081798084,0.0,3.0840088430361092,1.193809874723655,1.5254237288135593,1.2269712601326455,0.4310980103168755,0.46425939572586583,0.13264554163596168,0.49742078113485627,0.0
Adam Marušić,me MNE,DF,Lazio,it Serie A,32.0,1992.0,33,32,2778,30.9,1,2,3,1,0,0,1,1,16,7,22,18,1,35,33,16,0,43.8,0.06,0.14,1.45,-0.03,-0.31,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.03239740820734341,0.06479481641468682,0.09719222462203024,0.03239740820734341,0.0,0.0,0.03239740820734341,0.03239740820734341,0.5183585313174945,0.22678185745140386,0.712742980561555,0.5831533477321814,0.03239740820734341,1.1339092872570196,1.0691144708423326,0.5183585313174945,0.0
Omar Mascarell,gq EQG,"MF,DF",Mallorca,es La Liga,32.0,1993.0,30,26,2239,24.9,2,2,4,2,0,0,5,0,7,3,38,14,0,6,35,28,0,42.9,0.29,0.67,1.2,-0.12,0.41,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.080393032603841,0.080393032603841,0.160786065207682,0.080393032603841,0.0,0.0,0.2009825815096025,0.0,0.28137561411344353,0.1205895489057615,1.527467619472979,0.5627512282268871,0.0,0.241179097811523,1.4068780705672175,1.1255024564537741,0.0
Patrizio Masini,it ITA,MF,Genoa,it Serie A,24.0,2001.0,28,13,1413,15.7,0,1,1,0,0,0,5,0,18,5,39,45,0,14,26,39,0,27.8,0.0,0.0,1.07,-0.45,-0.31,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.06369426751592357,0.06369426751592357,0.0,0.0,0.0,0.3184713375796178,0.0,1.1464968152866242,0.3184713375796178,2.484076433121019,2.8662420382165603,0.0,0.89171974522293,1.6560509554140128,2.484076433121019,0.0
Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24.0,2001.0,33,29,2427,27.0,2,1,3,2,0,0,5,0,20,6,25,23,0,17,36,18,0,30.0,0.1,0.33,1.27,-0.78,-1.49,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.07416563658838071,0.037082818294190356,0.11124845488257107,0.07416563658838071,0.0,0.0,0.1854140914709518,0.0,0.7416563658838072,0.22249690976514214,0.927070457354759,0.8529048207663782,0.0,0.630407911001236,1.334981458590853,0.6674907292954265,0.0
Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,es La Liga,17.0,2007.0,23,11,1037,11.5,1,0,1,1,0,0,5,1,30,7,18,30,1,31,3,12,0,23.3,0.03,0.14,2.48,1.74,0.9,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.08678881388621022,0.0,0.08678881388621022,0.08678881388621022,0.0,0.0,0.4339440694310511,0.08678881388621022,2.6036644165863065,0.6075216972034715,1.562198649951784,2.6036644165863065,0.08678881388621022,2.690453230472517,0.2603664416586307,1.0414657666345228,0.0
Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32.0,1992.0,32,32,2833,31.5,0,0,0,0,0,0,5,0,5,0,35,35,0,20,26,21,1,0.0,0.0,,1.75,0.29,-1.3,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.15884221673138016,0.0,0.15884221673138016,0.0,1.1118955171196612,1.1118955171196612,0.0,0.6353688669255206,0.8259795270031769,0.6671373102717967,0.03176844334627603
Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22.0,2003.0,31,14,1571,17.5,11,2,13,10,1,2,0,0,51,19,42,22,6,0,9,11,0,37.3,0.2,0.53,1.52,0.0,0.36,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.6301718650541057,0.11457670273711011,0.7447485677912157,0.5728835136855506,0.057288351368555056,0.11457670273711011,0.0,0.0,2.921705919796308,1.088478676002546,2.4061107574793126,1.2603437301082114,0.3437301082113304,0.0,0.5155951623169955,0.6301718650541057,0.0
Pape Matar Sarr,sn SEN,MF,Tottenham Hotspur,eng Premier League,22.0,2002.0,26,13,1397,15.5,2,4,6,2,0,0,3,0,17,6,29,13,3,8,14,21,0,35.3,0.12,0.33,1.12,-0.13,0.18,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.12884753042233357,0.25769506084466715,0.38654259126700075,0.12884753042233357,0.0,0.0,0.19327129563350037,0.0,1.0952040085898354,0.38654259126700075,1.8682891911238368,0.8375089477451682,0.19327129563350037,0.5153901216893343,0.901932712956335,1.3528990694345024,0.0
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28.0,1997.0,32,25,2218,24.6,12,0,12,8,4,4,2,0,63,32,21,19,18,11,6,4,0,50.8,0.13,0.25,1.09,-0.24,0.06,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.4869251577998197,0.0,0.4869251577998197,0.3246167718665464,0.1623083859332732,0.1623083859332732,0.0811541929666366,0.0,2.5563570784490532,1.2984670874661857,0.8521190261496844,0.7709648331830478,0.7303877366997295,0.44634806131650134,0.24346257889990985,0.1623083859332732,0.0
Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,36.0,1988.0,34,31,2660,29.6,1,1,2,1,0,0,7,1,11,4,24,39,0,11,27,28,0,36.4,0.09,0.25,1.24,-0.14,-0.14,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.03383458646616542,0.03383458646616542,0.06766917293233084,0.03383458646616542,0.0,0.0,0.23684210526315788,0.03383458646616542,0.3721804511278195,0.13533834586466167,0.81203007518797,1.3195488721804511,0.0,0.3721804511278195,0.9135338345864662,0.9473684210526315,0.0
Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23.0,2002.0,18,17,1489,16.5,1,1,2,1,0,0,5,0,7,1,10,4,0,4,30,11,0,14.3,0.14,1.0,1.11,-0.6,-0.26,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.06044325050369376,0.06044325050369376,0.12088650100738751,0.06044325050369376,0.0,0.0,0.3022162525184688,0.0,0.4231027535258563,0.06044325050369376,0.6044325050369376,0.24177300201477503,0.0,0.24177300201477503,1.8132975151108126,0.6648757555406313,0.0
Jean Mattéo Bahoya,fr FRA,"MF,FW",Eintracht Frankfurt,de Bundesliga,20.0,2005.0,27,15,1331,14.8,3,4,7,3,0,0,2,0,29,9,13,22,3,33,12,14,0,31.0,0.1,0.33,1.26,-0.41,-0.51,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.20285499624342598,0.270473328324568,0.473328324567994,0.20285499624342598,0.0,0.0,0.135236664162284,0.0,1.960931630353118,0.608564988730278,0.879038317054846,1.487603305785124,0.20285499624342598,2.231404958677686,0.8114199849737039,0.946656649135988,0.0
