Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90
Đorđe Petrović,rs SRB,GK,Bournemouth,eng Premier League,25.0,1999.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,,,,1.5,0.11,,54.0,1.42,157.0,109.0,69.4,13.0,18.0,7.0,11.0,28.9,6.0,6.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.0,0.026315789473684213
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,31.0,1994.0,38,38,3420,38.0,0,0,0,0,0,0,4,0,0,0,1,6,0,0,0,1,0,,,,1.29,-0.08,,50.0,1.32,145.0,99.0,67.6,13.0,10.0,15.0,11.0,28.9,4.0,3.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473685,0.0,0.0,0.0,0.026315789473684213,0.15789473684210525,0.0,0.0,0.0,0.026315789473684213,0.0
Nick Pope,eng ENG,GK,Newcastle United,eng Premier League,33.0,1992.0,27,27,2416,26.8,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,1,0,100.0,0.0,0.0,1.3,-0.04,0.05,38.0,1.42,125.0,89.0,71.2,10.0,5.0,12.0,7.0,25.9,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.07450331125827815,0.0,0.037251655629139076,0.037251655629139076,0.037251655629139076,0.07450331125827815,0.0,0.0,0.0,0.037251655629139076,0.0
Ivan Provedel,it ITA,GK,Lazio,it Serie A,31.0,1994.0,27,27,2430,27.0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,,,,1.26,-0.04,-0.22,27.0,1.0,112.0,87.0,78.6,8.0,10.0,9.0,12.0,44.4,4.0,3.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0
Ionuț Radu,ro ROU,GK,Celta Vigo,es La Liga,28.0,1997.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,0,,,,1.42,0.13,,48.0,1.26,151.0,111.0,72.2,14.0,12.0,12.0,10.0,26.3,11.0,6.0,2.0,3.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.0,0.2105263157894737,0.0,0.0,0.026315789473684213,0.0,0.0
Diant Ramaj,de GER,GK,Heidenheim,de Bundesliga,23.0,2001.0,31,31,2790,31.0,0,1,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,,,,0.74,-0.94,-0.27,67.0,2.16,162.0,100.0,61.7,5.0,8.0,18.0,1.0,3.2,6.0,5.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.06451612903225806,0.06451612903225806,0.0,0.0,0.0,0.0,0.0
Aaron Ramsdale,eng ENG,GK,Newcastle United,eng Premier League,27.0,1998.0,12,11,1004,11.2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,,,,1.17,-0.09,-0.05,17.0,1.52,38.0,24.0,63.2,4.0,2.0,5.0,1.0,9.1,3.0,3.0,0.0,0.0,GK,,False,Goalkeeper,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.17928286852589642,0.0,0.0,0.0,0.0,0.08964143426294821,0.0,0.0,0.0,0.0,0.0
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,25.0,1999.0,17,16,1470,16.3,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,1,0,,,,0.88,-0.8,-1.53,29.0,1.78,79.0,52.0,65.8,4.0,3.0,9.0,2.0,12.5,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.24489795918367346,0.0,0.0,0.0,0.12244897959183673,0.1836734693877551,0.0,0.0,0.0,0.061224489795918366,0.0
David Raya,es ESP,GK,Arsenal,eng Premier League,29.0,1995.0,37,37,3330,37.0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,1,1,0,,,,2.22,1.16,0.16,26.0,0.7,86.0,59.0,69.8,25.0,7.0,5.0,19.0,51.4,0.0,0.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027025,0.0,0.0,0.0,0.0,0.3783783783783784,0.0,0.027027027027027025,0.027027027027027025,0.027027027027027025,0.0
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,30.0,1995.0,37,37,3330,37.0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,1,1,1,,,,1.22,-0.05,-0.05,60.0,1.62,154.0,99.0,64.3,11.0,12.0,14.0,3.0,8.1,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027025,0.0,0.0,0.0,0.0,0.1891891891891892,0.027027027027027025,0.0,0.027027027027027025,0.027027027027027025,0.027027027027027025
Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,20.0,2005.0,34,34,3029,33.7,0,0,0,0,0,0,3,0,0,0,0,8,0,0,1,0,0,,,,1.29,0.03,0.03,45.0,1.34,125.0,85.0,68.0,12.0,8.0,13.0,10.0,29.4,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08913832948167713,0.0,0.0,0.0,0.0,0.237702211951139,0.0,0.0,0.029712776493892375,0.0,0.0
Robin Risser,fr FRA,GK,Lens,fr Ligue 1,20.0,2004.0,33,33,2970,33.0,0,1,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,,,,2.03,0.82,-3.18,35.0,1.06,106.0,76.0,69.8,21.0,4.0,8.0,11.0,33.3,6.0,3.0,2.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.0
Robin Roefs,nl NED,GK,Sunderland,eng Premier League,22.0,2003.0,35,35,3150,35.0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,,,,1.37,-0.2,-0.53,46.0,1.31,151.0,108.0,70.9,12.0,12.0,11.0,10.0,28.6,3.0,2.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Leo Román,es ESP,GK,Mallorca,es La Liga,25.0,2000.0,33,33,2970,33.0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,1,1,0,,,,1.12,-0.21,0.39,50.0,1.52,142.0,99.0,69.0,10.0,7.0,16.0,4.0,12.1,8.0,6.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.0,0.030303030303030304,0.030303030303030304,0.0
Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33.0,1992.0,29,29,2610,29.0,0,0,0,0,0,0,3,0,1,0,1,14,0,0,0,0,0,0.0,0.0,,1.77,0.62,0.62,34.0,1.17,105.0,76.0,72.4,15.0,5.0,9.0,8.0,27.6,6.0,5.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.034482758620689655,0.48275862068965514,0.0,0.0,0.0,0.0,0.0
Mathew Ryan,au AUS,GK,Levante,es La Liga,33.0,1992.0,36,36,3240,36.0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,1,1,0,0.0,0.0,,1.17,-0.33,0.67,56.0,1.56,176.0,124.0,69.9,11.0,9.0,16.0,9.0,25.0,4.0,3.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.027777777777777776,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32.0,1992.0,30,30,2640,29.3,0,0,0,0,0,0,2,0,0,0,1,3,0,0,1,1,0,,,,0.97,-0.72,-2.22,54.0,1.84,125.0,75.0,61.6,7.0,8.0,15.0,5.0,16.7,6.0,6.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.0,0.03409090909090909,0.10227272727272727,0.0,0.0,0.03409090909090909,0.03409090909090909,0.0
José Sá,pt POR,GK,Wolves,eng Premier League,32.0,1993.0,23,23,2070,23.0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,,,,0.74,-0.74,0.86,37.0,1.61,99.0,65.0,65.7,3.0,8.0,12.0,4.0,17.4,3.0,3.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0
Matvei Safonov,ru RUS,GK,Paris Saint-Germain,fr Ligue 1,26.0,1999.0,15,15,1350,15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2.2,1.6,0.49,14.0,0.93,53.0,40.0,73.6,11.0,0.0,4.0,8.0,53.3,1.0,0.0,1.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31.0,1994.0,32,32,2880,32.0,0,0,0,0,0,0,5,0,0,0,1,7,0,0,0,1,0,,,,1.84,0.41,2.41,44.0,1.37,123.0,84.0,67.5,17.0,8.0,7.0,10.0,31.3,6.0,4.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.03125,0.21875,0.0,0.0,0.0,0.03125,0.0
Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,27.0,1997.0,35,35,3039,33.8,0,1,1,0,0,0,3,1,0,0,2,13,0,0,1,0,0,,,,1.34,0.09,-0.62,49.0,1.45,145.0,97.0,67.6,13.0,8.0,14.0,9.0,25.7,2.0,2.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.029615004935834157,0.029615004935834157,0.0,0.0,0.0,0.08884501480750247,0.029615004935834157,0.0,0.0,0.059230009871668314,0.384995064165844,0.0,0.0,0.029615004935834157,0.0,0.0
