Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Sh,SoT,Fls,Fld,Off,Crs,Int,TklW,OG,SoT%,G/Sh,G/SoT,PPM,+/-90,On-Off,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,PKatt_per90,CrdY_per90,CrdR_per90,Sh_per90,SoT_per90,Fls_per90,Fld_per90,Off_per90,Crs_per90,Int_per90,TklW_per90,OG_per90,Gls_per90_z,Ast_per90_z,G-PK_per90_z,Sh_per90_z,SoT_per90_z,Crs_per90_z,Fld_per90_z,TklW_per90_z,Int_per90_z,Fls_per90_z,Off_per90_z,CrdY_per90_z
Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,36.0,1988.0,28,11,1308,14.5,4,2,6,3,1,1,3,0,25,9,16,26,13,25,7,13,0,36.0,0.12,0.33,1.14,-0.83,-0.74,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.2752293577981651,0.1376146788990825,0.4128440366972477,0.2064220183486238,0.0688073394495412,0.0688073394495412,0.2064220183486238,0.0,1.720183486238532,0.6192660550458716,1.1009174311926606,1.788990825688073,0.8944954128440367,1.720183486238532,0.481651376146789,0.8944954128440367,0.0,-0.5074289869156506,0.2197061456996579,-0.7330057066593355,-1.0134470223831213,-1.031847124705861,0.39945948025853856,0.544449158621933,1.2126569612375522,1.05153287818777,-0.47829860756593956,1.186110987494753,0.6069002731082447
Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,28.0,1997.0,30,9,1073,11.9,0,0,0,0,0,0,5,1,6,3,16,10,1,29,16,12,0,50.0,0.0,0.0,1.23,-0.5,-0.35,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.4193849021435228,0.0838769804287045,0.5032618825722274,0.2516309412861137,1.342031686859273,0.8387698042870456,0.0838769804287045,2.4324324324324325,1.342031686859273,1.0065237651444547,0.0,-1.0341415412128914,-1.1563710848352395,-1.0585089693537577,-1.171371726612868,-0.6415883662552205,0.017537390324649394,-0.6147651740265827,-0.08926272964403863,1.4144783562149867,0.29243041618942656,-0.35637962556375197,1.906015930691859
Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,21.0,2003.0,32,23,1990,22.1,0,3,3,0,0,0,6,1,14,1,23,42,4,59,11,42,0,7.1,0.0,0.0,0.94,-0.54,-0.42,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0,0.135678391959799,0.135678391959799,0.0,0.0,0.0,0.271356783919598,0.0452261306532663,0.6331658291457287,0.0452261306532663,1.0402010050251256,1.899497487437186,0.1809045226130653,2.6683417085427137,0.4974874371859297,1.899497487437186,0.0,-1.0341415412128914,0.12383643186327548,-1.0585089693537577,-1.0000959954860342,-1.280969463407168,0.14057882794560106,0.9916152804427824,2.0400850679770466,-0.7238630301779286,-0.3164910950665879,0.2300323243335954,0.6745106054017368
Manu Sánchez,es ESP,DF,Levante,es La Liga,24.0,2000.0,33,31,2814,31.3,1,2,3,1,0,0,8,0,13,4,35,20,2,75,35,54,0,30.8,0.08,0.25,1.15,-0.26,0.64,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0319829424307036,0.0639658848614072,0.0959488272921108,0.0319829424307036,0.0,0.0,0.255863539445629,0.0,0.4157782515991471,0.1279317697228145,1.119402985074627,0.6396588486140725,0.0639658848614072,2.3987206823027716,1.119402985074627,1.727078891257996,0.0,-0.21511416093545285,0.21432733607708948,-0.1958365857268385,-0.48137213703141113,-0.2658957277693063,0.8229898374464639,-0.29317487187850255,1.7351981958303864,0.09636971834778144,0.19434679451519832,0.02358882724086602,0.4634536746520436
Philipp Sander,de GER,"DF,MF",Gladbach,de Bundesliga,27.0,1998.0,30,29,2445,27.2,2,0,2,2,0,0,4,0,25,8,28,14,0,28,50,42,1,32.0,0.08,0.25,1.0,-0.15,0.88,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0736196319018405,0.0,0.0736196319018405,0.0736196319018405,0.0,0.0,0.147239263803681,0.0,0.9202453987730062,0.294478527607362,1.030674846625767,0.5153374233128835,0.0,1.030674846625767,1.8404907975460123,1.5460122699386505,0.0368098159509202,0.5586097793790272,-0.8042256269931214,0.6195580916520403,1.0600331023515763,0.9822501752228618,-0.09839972648502616,-0.5719421352757968,1.2710488858893392,2.0546309990481486,-0.035323579049363875,-0.807986293660309,-0.4896938456229656
James Sands,us USA,MF,St Pauli,de Bundesliga,25.0,2000.0,24,23,1934,21.5,1,0,1,1,0,0,4,0,16,4,26,38,0,9,41,23,0,25.0,0.06,0.25,1.0,-0.79,0.33,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.046535677352637,0.0,0.046535677352637,0.046535677352637,0.0,0.0,0.1861427094105481,0.0,0.7445708376421925,0.1861427094105481,1.2099276111685626,1.7683557394002067,0.0,0.4188210961737332,1.907962771458118,1.0703205791106516,0.0,-0.683597006387886,-1.1563710848352395,-0.6681598638243345,-0.8532107407672587,-0.8444515525286355,-1.032686821746163,0.7930124305709635,0.06286448521439703,2.847385939816449,0.025920023926297654,-0.8633126317738823,-0.03441948035951803
Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21.0,2004.0,23,22,1940,21.6,2,1,3,2,0,0,5,2,6,2,22,15,0,4,39,34,1,33.3,0.33,1.0,0.26,-1.44,-0.39,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0927835051546391,0.0463917525773195,0.1391752577319587,0.0927835051546391,0.0,0.0,0.2319587628865979,0.0927835051546391,0.2783505154639175,0.0927835051546391,1.0206185567010309,0.6958762886597938,0.0,0.1855670103092783,1.809278350515464,1.577319587628866,0.0463917525773195,0.9147271295617609,-0.06551221511694348,0.994854985972317,-0.9012841842323365,-0.5293062136609881,-0.6675864601980763,-0.16711790399239437,1.351302605741934,1.9698672221007196,-0.06135401205589955,-0.807986293660309,0.25369597210060996
Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23.0,2002.0,28,28,2324,25.8,1,1,2,1,0,0,4,2,9,5,42,41,0,8,36,25,0,55.6,0.11,0.2,1.04,-0.39,-0.14,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0387263339070568,0.0387263339070568,0.0774526678141136,0.0387263339070568,0.0,0.0,0.1549053356282272,0.0774526678141136,0.3485370051635112,0.1936316695352839,1.6265060240963856,1.5877796901893286,0.0,0.3098106712564544,1.3941480206540449,0.96815834767642,0.0,-0.08980344362244617,-0.18757157405001126,-0.06377696266021238,-0.6868285480963944,0.22647687569365188,-0.5839073833748066,1.8328066452699006,-0.21023185658224822,0.8424959958060749,1.5069692212212367,-0.807986293660309,-0.4224262177687496
Ibrahim Sangaré,ci CIV,MF,Nottingham Forest,eng Premier League,27.0,1997.0,28,25,2075,23.1,2,2,4,2,0,0,5,0,16,5,42,18,0,8,22,32,0,31.3,0.13,0.4,1.32,0.26,0.86,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0867469879518072,0.0867469879518072,0.1734939759036144,0.0867469879518072,0.0,0.0,0.2168674698795181,0.0,0.6939759036144578,0.2168674698795181,1.8216867469879516,0.7807228915662651,0.0,0.3469879518072289,0.9542168674698794,1.3879518072289156,0.0,-0.3806927408740379,-0.33786089745209286,-0.3308606126367413,-0.9199191398997748,-0.7492753257820359,-1.0701522978707911,-0.702672209468546,0.8202746297288047,0.4325517385420978,1.2600997144870725,-0.8633126317738823,0.22119213309463798
Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23.0,2002.0,29,27,2323,25.8,3,4,7,3,0,0,5,0,53,14,34,43,3,7,40,54,0,26.4,0.06,0.21,2.1,0.7,-0.89,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1162290142057684,0.1549720189410245,0.2712010331467929,0.1162290142057684,0.0,0.0,0.1937150236762806,0.0,2.053379250968575,0.5424020662935859,1.3172621609987083,1.6659492036160135,0.1162290142057684,0.2712010331467929,1.5497201894102457,2.0921222557038313,0.0,-0.15861016322981697,0.30588344708041215,-0.08356040702843956,0.8724267306900907,0.2591346370379849,-1.1096799144977993,0.6379265776165997,2.4994100355950684,1.9403346635126684,0.24245969409962337,-0.16085144064585363,0.028577641098942324
Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19.0,2006.0,26,18,1737,19.3,0,0,0,0,0,0,0,0,4,1,5,17,2,37,21,14,0,25.0,0.0,0.0,1.35,-0.26,-0.4,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2072538860103627,0.0518134715025906,0.2590673575129533,0.8808290155440415,0.1036269430051813,1.9170984455958548,1.0880829015544042,0.7253886010362693,0.0,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,-1.118520762979082,-0.8363465925779056,0.4986134963281193,0.24760357628728663,-0.8325520255705104,0.011313632521358294,-2.03260858206895,0.5391941267288145,-1.7816770450708828
Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24.0,2000.0,34,34,3059,34.0,1,2,3,1,0,0,1,0,24,6,14,29,4,18,67,31,0,25.0,0.04,0.17,1.18,-0.26,-0.26,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.029421379535796,0.058842759071592,0.088264138607388,0.029421379535796,0.0,0.0,0.029421379535796,0.0,0.7061131088591043,0.176528277214776,0.4118993135011441,0.8532200065380844,0.117685518143184,0.5295848316443282,1.971232428898333,0.9120627656096764,0.0,-0.8125158039289553,-0.6011541385063645,-0.81171747863983,-0.9039164798040167,-0.8742342217744631,-0.9749166082417231,-0.5928815908714211,-0.3145104791567949,3.007581367184101,-1.5840441920632675,-0.1520486688272069,-1.3382471223170262
Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,30.0,1994.0,31,20,1772,19.7,0,2,2,0,0,0,4,0,19,4,35,21,2,39,24,25,0,21.1,0.0,0.0,0.9,-1.27,-1.41,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.1015801354401805,0.1015801354401805,0.0,0.0,0.0,0.2031602708803611,0.0,0.9650112866817157,0.2031602708803611,1.7776523702031604,1.0665914221218962,0.1015801354401805,1.9808126410835216,1.2189616252821671,1.2697516930022574,0.0,-1.0341415412128914,-0.1979011983679548,-1.0585089693537577,-0.56256445884072,-0.7917361769031404,-0.21801056820355913,-0.2697490121888489,0.5384195799957874,1.1028714674130815,1.1712635527818633,-0.24938586465935658,0.10715644335670675
Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21.0,2004.0,27,13,1260,14.0,1,0,1,1,0,0,4,0,11,2,13,22,1,2,18,21,0,18.2,0.09,0.5,1.48,0.21,0.09,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0714285714285714,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0,0.2857142857142857,0.0,0.7857142857142857,0.1428571428571428,0.9285714285714286,1.5714285714285714,0.0714285714285714,0.1428571428571428,1.2857142857142856,1.5,0.0,-0.4960835012513355,-1.1563710848352395,-0.45935407245383353,-0.7989639350657901,-0.9785374439809907,-1.1766192779322497,0.49478324450486894,1.0874600648073947,1.2718856741986244,-0.5416956699692969,-0.4316149209298585,0.7939564250890039
Amin Sarr,se SWE,"FW,MF",Hellas Verona,it Serie A,24.0,2001.0,34,9,1102,12.2,0,1,1,0,0,0,2,1,19,6,25,22,7,12,4,9,0,31.6,0.0,0.0,0.56,-2.04,-1.61,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.0,0.0816696914700544,0.0816696914700544,0.0,0.0,0.0,0.1633393829401088,0.0816696914700544,1.5517241379310345,0.4900181488203267,2.041742286751361,1.796733212341198,0.5716878402903811,0.9800362976406534,0.3266787658802177,0.73502722323049,0.0,-1.9244390900929182,-0.34663913263930335,-1.9437657630968073,-1.2335556262159593,-1.364436140896357,-0.1129399849831803,0.5561241345476362,0.7264526899166585,0.2900212408051498,1.1645068587107894,0.1850368984865083,0.17744323535920273
Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,27.0,1998.0,28,24,2174,24.2,9,1,10,6,3,3,2,0,48,21,12,42,14,24,7,9,0,43.8,0.13,0.29,1.18,0.08,0.95,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.3725850965961361,0.0413983440662373,0.4139834406623734,0.2483900643974241,0.124195032198712,0.124195032198712,0.0827966881324747,0.0,1.987120515179393,0.8693652253909844,0.4967801287948482,1.7387304507819688,0.5795768169273229,0.9935602575896963,0.2897884084636614,0.3725850965961361,0.0,1.7724721538947648,-0.7657527226411209,1.0250287585963012,0.7850659251474299,1.2719698648167912,-0.7329244137405444,0.7481474898794748,-1.6009263699070095,-1.249745989184778,-1.4128033029289893,2.6395151599871958,-0.8941965083898836
Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26.0,1999.0,33,33,2925,32.5,0,1,1,0,0,0,4,0,23,5,21,24,0,10,76,44,0,21.7,0.0,0.0,2.12,0.98,1.65,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0307692307692307,0.0307692307692307,0.0,0.0,0.0,0.123076923076923,0.0,0.7076923076923077,0.1538461538461538,0.6461538461538462,0.7384615384615385,0.0,0.3076923076923077,2.3384615384615386,1.353846153846154,0.0,-0.809444991619996,-0.3142755350137078,-0.8221765122714052,0.41057465877542076,-0.07168640911938588,-0.5853341177938705,-0.07162854228694261,0.7784469390011094,3.4069722867401326,-1.0306457323785012,-0.807986293660309,-0.701711601429804
Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,19.0,2005.0,15,15,1305,14.5,0,0,0,0,0,0,3,0,1,0,16,11,0,0,5,13,0,0.0,0.0,,1.47,0.34,0.04,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2068965517241379,0.0,0.0689655172413793,0.0,1.103448275862069,0.7586206896551724,0.0,0.0,0.3448275862068965,0.896551724137931,0.0,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,-1.5410624832088335,-1.2246505919904345,-0.7925672921629087,-0.026425461667114285,-0.3937895143129885,-2.0071480312964907,0.15304846357958246,-0.807986293660309,0.033782105877483246
Martin Satriano,uy URU,"FW,MF",Getafe,es La Liga,24.0,2001.0,18,18,1603,17.8,6,1,7,6,0,0,5,0,35,14,21,31,4,21,9,13,0,40.0,0.17,0.43,1.5,0.17,0.61,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.3368683718028696,0.0561447286338116,0.3930131004366812,0.3368683718028696,0.0,0.0,0.280723643169058,0.0,1.965065502183406,0.7860262008733624,1.1790393013100435,1.74048658764816,0.2245789145352464,1.1790393013100435,0.5053025577043044,0.7298814722395508,0.0,-0.19008236992211391,-0.6050347967803026,0.03212213936135027,-0.6934847337067492,-0.6027292034935555,0.024828602444490182,0.4713081703477297,0.7107637546060401,1.167751156778527,-0.3418874206098038,-0.8913992857334119,1.3475549566659197
Nicolò Savona,it ITA,DF,Nottingham Forest,eng Premier League,22.0,2003.0,14,11,1028,11.4,2,0,2,2,0,0,2,0,5,3,12,5,1,27,5,12,0,60.0,0.4,0.67,0.93,-0.44,-0.51,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.1750972762645914,0.0,0.1750972762645914,0.1750972762645914,0.0,0.0,0.1750972762645914,0.0,0.4377431906614786,0.2626459143968871,1.050583657587549,0.4377431906614786,0.0875486381322957,2.3638132295719845,0.4377431906614786,1.050583657587549,0.0,2.444342863528458,-0.8042256269931214,2.606851801534843,-0.4142580100895879,0.7436880665102373,0.7994793951712149,-0.7459325141605395,0.001058608983201334,-1.7548167237506447,0.01620983673906873,0.33017148368205873,-0.2452476079842307
Joe Scally,us USA,"DF,MF",Gladbach,de Bundesliga,22.0,2002.0,32,29,2608,29.0,2,3,5,2,0,0,8,0,16,10,33,51,3,47,18,27,1,62.5,0.13,0.2,1.19,-0.07,1.72,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0690184049079754,0.1035276073619632,0.1725460122699386,0.0690184049079754,0.0,0.0,0.2760736196319018,0.0,0.5521472392638037,0.3450920245398773,1.1388036809815951,1.7599693251533743,0.1035276073619632,1.621932515337423,0.6211656441717791,0.9317484662576686,0.0345092024539877,0.4731063561915869,0.8442835973624631,0.5294496789068237,-0.06469510810446577,1.361561244587647,0.2998169350757232,2.218909307848102,-0.30356557658215416,-1.2566955760789966,0.2445649683015671,0.5379027344546693,0.6407914538939614
Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21.0,2003.0,24,23,1808,20.1,3,1,4,3,0,0,2,0,20,6,31,10,2,5,38,23,0,30.0,0.15,0.5,1.75,0.7,0.64,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.1493362831858407,0.0497787610619469,0.1991150442477876,0.1493362831858407,0.0,0.0,0.0995575221238938,0.0,0.995575221238938,0.2986725663716814,1.5431415929203538,0.497787610619469,0.0995575221238938,0.2488938053097345,1.8915929203539823,1.1449115044247788,0.0,1.9656329246625905,-0.011579598763150309,2.102359804039013,1.2902042516152574,1.0136814223222765,-0.6249353687587503,-0.6112942682313659,0.2428602436451019,2.193409254242156,1.2911826580755243,0.4862904708396403,-0.9080877412406403
Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26.0,1999.0,24,16,1315,14.6,10,1,11,8,2,2,2,0,57,22,26,19,8,0,3,5,0,38.6,0.14,0.36,1.25,0.41,0.03,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.6844106463878327,0.0684410646387832,0.752851711026616,0.5475285171102662,0.1368821292775665,0.1368821292775665,0.1368821292775665,0.0,3.901140684410646,1.505703422053232,1.779467680608365,1.300380228136882,0.5475285171102662,0.0,0.2053231939163498,0.3422053231939163,0.0,1.5992286189486524,-0.48055587279949846,1.2677407592255518,1.8361867244635486,1.24919045970959,-0.7914132434979451,-0.19234134526631752,-0.47122620848319297,-0.30630142648907055,0.70654047517873,0.1101152594051656,-0.0862883975168292
Kevin Schade,de GER,"MF,FW",Brentford,eng Premier League,23.0,2001.0,35,32,2745,30.5,8,3,11,8,0,1,6,1,57,24,50,43,10,23,19,27,0,42.1,0.14,0.33,1.37,0.23,0.76,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.2622950819672131,0.0983606557377049,0.360655737704918,0.2622950819672131,0.0,0.0327868852459016,0.1967213114754098,0.0327868852459016,1.8688524590163935,0.7868852459016393,1.639344262295082,1.4098360655737705,0.3278688524590163,0.7540983606557378,0.6229508196721312,0.8852459016393444,0.0,0.9416781465147895,-0.2282789324745676,1.141666389754161,0.6291318806278062,1.0164712666141817,-0.8578187652471843,0.25006535213971176,-0.37845685160739606,-0.40619637937679337,0.8922369754486013,1.118250631116719,0.05358815584710564
András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26.0,1999.0,28,16,1421,15.8,2,1,3,2,0,0,2,1,27,10,32,22,0,18,20,22,0,37.0,0.07,0.2,1.07,-0.06,0.65,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1266713581984518,0.0633356790992259,0.1900070372976777,0.1266713581984518,0.0,0.0,0.1266713581984518,0.0633356790992259,1.710063335679099,0.633356790992259,2.0267417311752287,1.3933849401829697,0.0,1.140042223786066,1.266713581984518,1.3933849401829697,0.0,-0.07994994325151114,-0.558760726348248,0.004031734508177181,0.4197716270561733,0.5408854910548346,-0.6565249096450821,0.2251515437215839,0.8332302513793429,1.2237768969833778,1.6737832741011525,-0.8633126317738823,-0.529185519397489
Fabian Schär,ch SUI,DF,Newcastle United,eng Premier League,33.0,1991.0,16,11,1091,12.1,0,0,0,0,0,0,1,0,17,4,15,7,1,4,16,9,0,23.5,0.0,0.0,1.75,0.25,0.44,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0824931255728689,0.0,1.4023831347387716,0.3299725022914757,1.2373968835930338,0.5774518790100825,0.0824931255728689,0.3299725022914757,1.319890009165903,0.7424381301558203,0.0,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,2.53321056590949,1.2482515050932084,-0.5703282325737477,-0.4326622260391461,-0.7888469676310775,0.6408331939059223,0.4997707921873787,0.2644483489684297,-1.0578230297981612
Derry Scherhant,de GER,MF,Freiburg,de Bundesliga,22.0,2002.0,31,12,1301,14.5,5,1,6,5,0,0,2,0,36,13,19,36,4,72,7,9,0,36.1,0.14,0.38,1.39,0.14,0.55,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.3458877786318216,0.0691775557263643,0.415065334358186,0.3458877786318216,0.0,0.0,0.1383551114527286,0.0,2.490392006149116,0.8993082244427364,1.3143735588009224,2.490392006149116,0.2767102229054573,4.980784012298232,0.4842428900845503,0.622598001537279,0.0,1.5713662618292317,-0.5036390945123997,1.8428560194775432,1.4486192262194568,1.3647244257547337,1.3466620738480468,1.886473989789366,-1.0047560513153113,-0.7573975231566733,0.23663214865260443,0.8090597453620753,-0.4319836869033964
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29.0,1996.0,28,23,1988,22.1,16,3,19,12,4,5,2,0,72,34,22,20,6,0,3,4,0,47.2,0.17,0.35,1.64,0.68,0.18,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.7243460764587526,0.1358148893360161,0.8601609657947686,0.5432595573440644,0.1810865191146881,0.2263581488933601,0.090543259557344,0.0,3.2595573440643864,1.539235412474849,0.9959758551307848,0.9054325955734408,0.2716297786720322,0.0,0.1358148893360161,0.1810865191146881,0.0,1.804834984264962,0.2014864200747396,1.242701347205433,0.9978953817459494,1.3354771318184073,-0.7914132434979451,-0.7878946686372915,-0.9624630559276587,-0.6478545741169741,-0.6615405720777799,-0.7454875879991383,-0.5482042839055321
Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,27.0,1997.0,26,21,1837,20.4,3,1,4,3,0,0,6,0,21,7,25,16,2,11,7,25,0,33.3,0.14,0.43,1.88,0.54,-0.05,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1469787697332607,0.0489929232444202,0.195971692977681,0.1469787697332607,0.0,0.0,0.2939575394665215,0.0,1.0288513881328252,0.3429504627109417,1.2248230811105063,0.7838867719107241,0.0979858464888405,0.5389221556886228,0.3429504627109417,1.2248230811105063,0.0,0.07302198140805657,-0.6940932843942955,0.17437372541037596,-0.4783925738467312,-0.35870747980215345,-0.9700466099403185,-0.6978807859709286,0.4312846908119923,-1.1151424786800366,0.055970554285901204,-0.27110891303303286,0.862535361411356
Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28.0,1997.0,24,22,2031,22.6,0,1,1,0,0,1,7,1,12,3,25,20,1,6,33,25,0,25.0,0.0,0.0,1.29,-0.31,0.48,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0443131462333825,0.0443131462333825,0.0,0.0,0.0443131462333825,0.310192023633678,0.0443131462333825,0.5317577548005908,0.1329394387001477,1.1078286558345642,0.8862629246676514,0.0443131462333825,0.2658788774002954,1.4623338257016247,1.1078286558345642,0.0,-0.809444991619996,-0.09861064962247364,-0.8221765122714052,-0.12699541518290247,-0.2283669184607984,-0.6134957899385552,0.25978808891066185,0.1478014279540539,1.0276684805003131,0.16438695802142822,-0.23190249498578794,0.9401708695710548
Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,25.0,1999.0,28,28,2520,28.0,5,1,6,5,0,0,8,0,32,9,30,27,1,31,24,38,0,28.1,0.16,0.56,2.11,0.93,-0.74,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.1785714285714285,0.0357142857142857,0.2142857142857143,0.1785714285714285,0.0,0.0,0.2857142857142857,0.0,1.1428571428571428,0.3214285714285714,1.0714285714285714,0.9642857142857144,0.0357142857142857,1.1071428571428572,0.8571428571428572,1.3571428571428572,0.0,2.5089021463687042,-0.23553355594558675,2.6748880776024273,1.7402258772464205,1.1842210043651498,-0.0468979236743159,0.434739425671456,0.7868977652721009,-0.6158512415934734,0.07016632937469504,-0.34369018449048616,0.7253855919530515
Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25.0,2000.0,34,34,2982,33.1,4,8,12,1,3,4,4,0,57,21,19,31,5,154,13,28,0,36.8,0.02,0.05,0.94,-0.69,-0.69,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.1207243460764587,0.2414486921529175,0.3621730382293763,0.0301810865191146,0.090543259557344,0.1207243460764587,0.1207243460764587,0.0,1.7203219315895373,0.6338028169014085,0.5734406438631791,0.9356136820925554,0.1509054325955734,4.647887323943662,0.3923541247484909,0.8450704225352113,0.0,-0.12474767085533223,1.1218430517442772,-0.8053449284101283,0.4332973786691229,0.5422671474914064,1.1730356366440582,-0.4681034860994933,-0.47425761910267283,-0.9900550185320093,-1.2581462733473419,0.0487247855022245,-0.5786611000214391
Joël Schmied,ch SUI,DF,Köln,de Bundesliga,26.0,1998.0,16,13,1078,12.0,0,0,0,0,0,0,5,0,5,0,16,8,0,5,11,9,0,0.0,0.0,,1.0,-0.75,-0.52,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.4174397031539889,0.0,0.4174397031539889,0.0,1.3358070500927643,0.6679035250463822,0.0,0.4174397031539889,0.9183673469387754,0.75139146567718,0.0,-0.809444991619996,-0.8042256269931214,-0.8221765122714052,-0.47629555246894506,-1.2246505919904345,-0.5114183890880307,-0.22984153142248936,-0.7658958324432152,-0.44958363073610774,0.7545028320753885,-0.807986293660309,1.8812391453861643
Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26.0,1999.0,31,29,2252,25.0,3,3,6,3,0,0,5,0,25,7,21,17,3,14,32,17,0,28.0,0.12,0.43,0.81,-1.0,-0.33,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.1198934280639431,0.1198934280639431,0.2397868561278863,0.1198934280639431,0.0,0.0,0.1998223801065719,0.0,0.9991119005328596,0.2797513321492007,0.839253996447602,0.6793960923623446,0.1198934280639431,0.5595026642984015,1.2788632326820604,0.6793960923623446,0.0,-0.13100682049589277,-0.025104229493301954,-0.052822685924933103,-0.5176034878826605,-0.5544797067852416,-0.9593125879125719,-0.8561228946356652,-0.8693176990008535,1.2545391701583137,-0.7218871118063206,-0.13870457360762573,0.07938719037640528
Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,21.0,2003.0,37,34,2849,31.7,3,1,4,3,0,0,5,0,44,13,45,60,1,88,35,38,0,29.5,0.07,0.23,1.51,0.25,0.88,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0947700947700947,0.0315900315900315,0.1263601263601263,0.0947700947700947,0.0,0.0,0.1579501579501579,0.0,1.38996138996139,0.4106704106704106,1.4215514215514216,1.8954018954018952,0.0315900315900315,2.77992277992278,1.1056511056511056,1.2004212004212005,0.0,-0.3202561810673384,-0.8583000706513109,-0.26356144029734757,-0.0022763263283806286,-0.14893109671960048,0.19877533323041832,0.9854128600671465,0.3730969865084691,0.8159752228000818,0.45285571400599306,-0.6723898112531843,-0.26896463079145067
