Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Fls,Fld,Off,Crs,Int,TklW,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90_calc,Ast_per90_calc,G-PK_per90_calc,CrdY_per90_calc,CrdR_per90_calc,Sh_per90_calc,SoT_per90_calc,Fls_per90_calc,Fld_per90_calc,Off_per90_calc,Crs_per90_calc,Int_per90_calc,TklW_per90_calc,OG_per90_calc
Maxim De Cuyper,be BEL,"DF,MF",Brighton,eng Premier League,24.0,2000.0,30,17,1415,15.7,2,3,5,2,0,0,2,0,0.32,13,6,46.2,0.83,0.38,0.15,0.33,47,41.4,70.0,5,13,18.0,6,1.4,21,23,-2,-0.13,-0.49,18,21,1,77,11,10,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.127208480565371,0.1908127208480565,0.127208480565371,0.127208480565371,0.0,0.8268551236749117,0.381625441696113,1.1448763250883394,1.3356890459363957,0.0636042402826855,4.897526501766785,0.6996466431095407,0.6360424028268551,0.0
Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,24.0,2001.0,31,26,2177,24.2,3,5,8,3,0,0,4,0,0.33,46,16,34.8,1.9,0.66,0.07,0.19,70,63.7,79.0,10,5,27.0,0,1.45,33,20,13,0.54,0.39,23,36,3,46,5,15,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.12402388608176389,0.2067064768029398,0.12402388608176389,0.16536518144235185,0.0,1.9016995865870463,0.6614607257694074,0.9508497932935231,1.4882866329811668,0.12402388608176389,1.9016995865870463,0.2067064768029398,0.6201194304088196,0.0
Jeffrey De Lange,nl NED,GK,Marseille,fr Ligue 1,27.0,1998.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,14.7,90.0,5,0,,29,1.8,15,11,4,0.8,0.32,0,0,0,0,0,0,0,11.0,2.2,24.0,13.0,54.2,3.0,0.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,GK,,False,Goalkeeper,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel De Luca,it ITA,FW,Cremonese,it Serie A,27.0,1998.0,2,0,16,0.2,1,0,1,0,1,1,0,0,0.0,2,2,100.0,11.25,11.25,0.0,0.0,8,0.5,,0,2,8.0,0,3.0,1,0,1,5.63,6.31,1,1,0,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,5.625,0.0,0.0,0.0,0.0,11.25,11.25,5.625,5.625,0.0,0.0,0.0,0.0,0.0
Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,24.0,2001.0,8,5,598,6.6,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,75,19.5,90.0,5,3,49.0,26,1.0,10,9,1,0.15,0.55,0,1,0,0,0,0,0,9.0,1.35,22.0,15.0,63.6,1.0,1.0,3.0,1.0,20.0,2.0,1.0,1.0,0.0,GK,,False,Goalkeeper,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505016722408027,0.0,0.0,0.0,0.0,0.0
Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,37.0,1988.0,12,6,491,5.5,0,0,0,0,0,0,2,0,0.0,0,0,,0.0,0.0,,,41,14.4,61.0,0,6,21.0,23,1.58,8,4,4,0.73,0.76,9,3,0,7,7,1,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.0,0.0,0.0,0.3665987780040733,0.0,0.0,0.0,1.64969450101833,0.5498981670061099,0.0,1.2830957230142568,1.2830957230142568,0.18329938900203666,0.0
Thibault De Smet,be BEL,DF,Paris FC,fr Ligue 1,27.0,1998.0,17,13,1144,12.7,0,1,1,0,0,0,6,2,0.08,4,0,0.0,0.31,0.0,0.0,,67,37.4,82.0,5,4,20.0,6,1.18,20,22,-2,-0.16,-0.11,11,13,1,26,10,11,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.07867132867132867,0.0,0.47202797202797203,0.15734265734265734,0.3146853146853147,0.0,0.8653846153846154,1.0227272727272727,0.07867132867132867,2.0454545454545454,0.7867132867132868,0.8653846153846154,0.0
Koni De Winter,be BEL,DF,Milan,it Serie A,23.0,2002.0,26,19,1800,20.0,1,1,2,1,0,0,1,0,0.1,7,1,14.3,0.35,0.05,0.14,1.0,69,52.6,88.0,17,7,18.0,12,1.96,27,21,6,0.3,-0.37,27,8,1,5,13,19,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.05,0.05,0.05,0.05,0.0,0.35,0.05,1.3499999999999999,0.4,0.05,0.25,0.65,0.9500000000000001,0.0
Alessandro Deiola,it ITA,"MF,DF",Cagliari,it Serie A,29.0,1995.0,20,17,1430,15.9,0,2,2,0,0,0,3,0,0.13,22,7,31.8,1.38,0.44,0.0,0.0,72,41.8,79.0,9,3,30.0,5,1.45,23,21,2,0.13,0.8,22,11,7,2,13,20,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,True,0.0,0.1258741258741259,0.0,0.1888111888111888,0.0,1.3846153846153846,0.4405594405594406,1.3846153846153846,0.6923076923076923,0.4405594405594406,0.1258741258741259,0.8181818181818181,1.2587412587412588,0.0
Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,29.0,1996.0,32,32,2625,29.2,9,3,12,3,6,8,2,1,0.21,33,13,39.4,1.13,0.45,0.09,0.23,82,85.8,82.0,11,0,,0,1.19,41,44,-3,-0.1,1.76,28,43,5,198,28,36,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.30857142857142855,0.10285714285714287,0.10285714285714287,0.06857142857142857,0.03428571428571429,1.1314285714285715,0.4457142857142857,0.96,1.4742857142857144,0.17142857142857143,6.788571428571428,0.96,1.2342857142857142,0.0
Thomas Delaine,fr FRA,"MF,DF",Le Havre,fr Ligue 1,33.0,1992.0,5,2,201,2.2,0,0,0,0,0,0,1,0,0.0,3,0,0.0,1.34,0.0,0.0,,40,6.6,74.0,0,3,18.0,4,2.0,3,1,2,0.9,1.34,2,1,0,18,3,0,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,False,False,False,0.0,0.0,0.0,0.44776119402985076,0.0,1.3432835820895521,0.0,0.8955223880597015,0.44776119402985076,0.0,8.059701492537313,1.3432835820895521,0.0,0.0
Liam Delap,eng ENG,FW,Chelsea,eng Premier League,22.0,2003.0,28,12,1107,12.3,1,0,1,1,0,0,4,0,0.08,36,11,30.6,2.93,0.89,0.03,0.09,40,32.4,67.0,3,16,19.0,1,1.32,19,18,1,0.08,-0.11,25,19,5,6,1,3,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.08130081300813008,0.0,0.08130081300813008,0.3252032520325203,0.0,2.9268292682926833,0.8943089430894309,2.032520325203252,1.5447154471544715,0.4065040650406504,0.4878048780487805,0.08130081300813008,0.24390243902439024,0.0
Fisayo Dele-Bashiru,ng NGA,MF,Lazio,it Serie A,24.0,2001.0,24,11,1187,13.2,1,0,1,1,0,0,0,0,0.08,9,2,22.2,0.68,0.15,0.11,0.5,49,34.7,75.0,6,13,27.0,1,1.33,18,16,2,0.15,0.19,8,3,2,10,4,15,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07582139848357203,0.0,0.07582139848357203,0.0,0.0,0.6823925863521483,0.15164279696714406,0.6065711878685762,0.22746419545071608,0.15164279696714406,0.7582139848357202,0.3032855939342881,1.1373209772535806,0.0
Enrico Delprato,it ITA,"DF,MF",Parma,it Serie A,25.0,1999.0,35,34,2951,32.8,2,0,2,2,0,0,5,0,0.06,18,9,50.0,0.55,0.27,0.11,0.22,84,86.3,86.0,29,1,21.0,2,1.11,23,40,-17,-0.52,-0.33,16,10,6,19,24,21,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.060996272450016945,0.0,0.060996272450016945,0.15249068112504235,0.0,0.5489664520501525,0.27448322602507624,0.48797017960013556,0.3049813622500847,0.18298881735005082,0.579464588275161,0.7319552694002033,0.6404608607251778,0.0
Olivier Deman,be BEL,"DF,MF",Werder Bremen,de Bundesliga,25.0,2000.0,16,14,1254,13.9,1,2,3,1,0,0,3,0,0.22,10,3,30.0,0.72,0.22,0.1,0.33,78,41.0,86.0,12,2,28.0,4,0.88,15,21,-6,-0.43,0.42,19,12,3,63,10,26,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,False,0.07177033492822966,0.14354066985645933,0.07177033492822966,0.21531100478468898,0.0,0.7177033492822966,0.21531100478468898,1.3636363636363638,0.8612440191387559,0.21531100478468898,4.521531100478469,0.7177033492822966,1.8660287081339713,0.0
Pape Demba Diop,sn SEN,MF,Toulouse,fr Ligue 1,21.0,2003.0,16,14,1271,14.1,1,2,3,1,0,0,2,0,0.21,29,11,37.9,2.05,0.78,0.03,0.09,79,41.5,85.0,7,2,38.0,0,1.13,17,21,-4,-0.28,-0.53,15,17,0,15,31,20,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.07081038552321008,0.14162077104642015,0.07081038552321008,0.14162077104642015,0.0,2.053501180173092,0.7789142407553109,1.0621557828481512,1.2037765538945713,0.0,1.0621557828481512,2.1951219512195124,1.4162077104642015,0.0
Ali Dembélé,fr FRA,DF,Torino,it Serie A,21.0,2004.0,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,1,0,0.0,4.29,0.0,0.0,,11,0.6,,0,2,11.0,19,2.0,3,1,2,8.57,9.13,0,0,0,0,0,0,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.0,0.0,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ousmane Dembélé,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,28.0,1997.0,22,11,1063,11.8,10,7,17,8,2,3,0,0,1.27,45,18,40.0,3.81,1.52,0.18,0.44,48,34.7,69.0,1,11,28.0,2,2.23,37,8,29,2.46,1.73,3,4,8,49,0,3,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.8466603951081844,0.5926622765757291,0.6773283160865475,0.0,0.0,3.80997177798683,1.5239887111947317,0.25399811853245535,0.33866415804327377,0.6773283160865475,4.148635936030104,0.0,0.25399811853245535,0.0
Jessy Deminguet,fr FRA,MF,Metz,fr Ligue 1,27.0,1998.0,31,25,1995,22.2,2,0,2,2,0,0,4,0,0.09,17,7,41.2,0.77,0.32,0.12,0.29,64,65.2,75.0,1,6,22.0,0,0.52,18,47,-29,-1.31,-0.04,28,32,0,19,22,21,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.09022556390977443,0.0,0.09022556390977443,0.18045112781954886,0.0,0.7669172932330828,0.3157894736842105,1.263157894736842,1.443609022556391,0.0,0.8571428571428572,0.9924812030075189,0.9473684210526315,0.0
Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,27.0,1998.0,25,17,1497,16.6,12,3,15,11,1,1,5,0,0.84,41,22,53.7,2.46,1.32,0.27,0.5,60,48.9,80.0,8,8,16.0,0,1.92,37,17,20,1.2,1.09,37,26,8,1,2,10,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.721442885771543,0.18036072144288576,0.6613226452905812,0.30060120240480964,0.0,2.464929859719439,1.3226452905811623,2.224448897795591,1.56312625250501,0.4809619238476954,0.06012024048096193,0.12024048096192386,0.6012024048096193,0.0
Rav van den Berg,nl NED,DF,Köln,de Bundesliga,21.0,2004.0,14,12,1131,12.6,0,1,1,0,0,0,0,1,0.08,1,0,0.0,0.08,0.0,0.0,,81,37.0,87.0,9,2,42.0,9,0.93,17,21,-4,-0.32,0.15,10,3,1,1,14,8,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.07957559681697612,0.0,0.0,0.07957559681697612,0.07957559681697612,0.0,0.7957559681697614,0.23872679045092837,0.07957559681697612,0.07957559681697612,1.1140583554376657,0.636604774535809,0.0
Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23.0,2001.0,32,30,2763,30.7,0,2,2,0,0,0,2,0,0.07,23,7,30.4,0.75,0.23,0.0,0.0,86,80.8,90.0,30,2,32.0,5,1.34,43,41,2,0.07,-0.07,15,11,0,0,26,9,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.06514657980456026,0.0,0.06514657980456026,0.0,0.749185667752443,0.2280130293159609,0.48859934853420195,0.3583061889250814,0.0,0.0,0.8469055374592834,0.2931596091205212,0.0
Branco van den Boomen,nl NED,MF,Angers,fr Ligue 1,30.0,1995.0,15,14,1238,13.8,0,1,1,0,0,1,3,0,0.07,13,5,38.5,0.95,0.36,0.0,0.0,83,40.5,86.0,9,1,30.0,0,0.93,9,21,-12,-0.87,-0.53,19,9,0,69,7,15,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.0,0.07269789983844911,0.0,0.21809369951534732,0.0,0.9450726978998385,0.36348949919224555,1.381260096930533,0.654281098546042,0.0,5.016155088852989,0.5088852988691438,1.0904684975767367,0.0
Leander Dendoncker,be BEL,MF,Oviedo,es La Liga,30.0,1995.0,19,15,1330,14.8,1,0,1,1,0,0,2,0,0.07,9,4,44.4,0.61,0.27,0.11,0.25,70,38.9,86.0,8,4,11.0,5,0.79,7,25,-18,-1.22,-0.53,12,3,1,5,11,25,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.06766917293233084,0.0,0.06766917293233084,0.13533834586466167,0.0,0.6090225563909775,0.27067669172932335,0.81203007518797,0.2030075187969925,0.06766917293233084,0.3383458646616541,0.744360902255639,1.6917293233082706,0.0
Daniel Denoon,ch SUI,DF,Pisa,it Serie A,21.0,2004.0,2,2,122,1.4,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,61,3.6,61.0,0,0,,11,1.0,1,1,0,0.0,1.23,4,3,0,0,1,2,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.7377049180327869,0.0,0.0,0.0,2.9508196721311477,2.2131147540983607,0.0,0.0,0.7377049180327869,1.4754098360655739,0.0
Nelson Deossa,co COL,MF,Real Betis,es La Liga,25.0,2000.0,20,8,743,8.3,0,0,0,0,0,0,3,0,0.0,18,0,0.0,2.18,0.0,0.0,,37,21.7,68.0,3,12,17.0,11,1.35,13,13,0,0.0,-0.37,17,24,1,7,6,8,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.0,0.0,0.3633916554508748,0.0,2.180349932705249,0.0,2.0592193808882904,2.9071332436069985,0.12113055181695828,0.847913862718708,0.7267833109017496,0.9690444145356663,0.0
Jesse Derry,eng ENG,MF,Chelsea,eng Premier League,18.0,2007.0,1,1,44,0.5,0,0,0,0,0,0,0,0,0.0,2,1,50.0,4.09,2.05,0.0,0.0,44,1.3,44.0,0,0,,3,0.0,0,2,-2,-4.09,-4.3,0,1,0,2,0,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,4.090909090909091,2.0454545454545454,0.0,2.0454545454545454,0.0,4.090909090909091,0.0,2.0454545454545454,0.0
Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,29.0,1996.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,14.7,90.0,5,0,,24,2.0,6,3,3,0.6,0.26,0,0,0,0,0,0,1,3.0,0.6,17.0,14.0,82.4,3.0,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,GK,,False,Goalkeeper,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Bahmed Deuff,mr MTN,MF,Nantes,fr Ligue 1,19.0,2006.0,11,1,250,2.8,0,0,0,0,0,0,1,0,0.0,7,3,42.9,2.52,1.08,0.0,0.0,23,8.2,59.0,0,10,19.0,5,0.45,2,12,-10,-3.6,-3.18,6,3,0,1,2,3,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.36,0.0,2.52,1.08,2.16,1.08,0.0,0.36,0.72,1.08,0.0
Justin Devenny,nir NIR,"MF,FW",Crystal Palace,eng Premier League,21.0,2003.0,21,7,796,8.8,1,0,1,0,1,1,0,0,0.0,13,4,30.8,1.47,0.45,0.0,0.0,38,23.3,84.0,3,14,15.0,15,1.29,7,15,-8,-0.9,-0.84,11,10,1,17,1,11,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,False,False,0.11306532663316583,0.0,0.0,0.0,0.0,1.4698492462311559,0.45226130653266333,1.2437185929648242,1.1306532663316584,0.11306532663316583,1.922110552763819,0.11306532663316583,1.2437185929648242,0.0
Tidiane Devernois,fr FRA,MF,Auxerre,fr Ligue 1,17.0,2007.0,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,5,0.3,,0,2,5.0,10,0.0,0,0,0,0.0,0.3,0,0,0,3,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
Kiernan Dewsbury-Hall,eng ENG,MF,Everton,eng Premier League,26.0,1998.0,31,30,2626,29.2,8,4,12,8,0,0,6,0,0.41,39,15,38.5,1.34,0.51,0.21,0.53,85,76.8,86.0,18,1,45.0,0,1.23,38,39,-1,-0.03,0.19,32,48,2,112,14,26,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.2741812642802742,0.1370906321401371,0.2741812642802742,0.20563594821020564,0.0,1.3366336633663365,0.5140898705255141,1.0967250571210967,1.6450875856816451,0.06854531607006854,3.8385376999238385,0.4798172124904798,0.8910891089108911,0.0
Raffaele Di Gennaro,it ITA,GK,Inter,it Serie A,31.0,1993.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,10,0.3,,0,1,10.0,22,1.0,0,1,-1,-9.0,-10.45,0,0,0,0,0,0,0,1.0,9.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,GK,,False,Goalkeeper,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,28.0,1997.0,30,29,2655,29.5,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,89,77.6,90.0,29,1,45.0,8,1.9,46,25,21,0.71,0.01,0,5,0,0,0,0,0,25.0,0.85,85.0,60.0,71.8,15.0,9.0,5.0,14.0,48.3,3.0,1.0,0.0,2.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.1694915254237288,0.0,0.0,0.0,0.0,0.0
Giovanni Di Lorenzo,it ITA,"DF,MF",Napoli,it Serie A,31.0,1993.0,26,26,2276,25.3,2,1,3,2,0,0,1,0,0.12,25,9,36.0,0.99,0.36,0.08,0.22,88,66.5,88.0,24,0,,1,2.0,37,23,14,0.55,-0.08,33,23,1,38,9,26,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.07908611599297012,0.03954305799648506,0.07908611599297012,0.03954305799648506,0.0,0.9885764499121266,0.35588752196836554,1.304920913884007,0.9094903339191565,0.03954305799648506,1.5026362038664325,0.35588752196836554,1.0281195079086116,0.0
Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,26.0,1999.0,3,0,54,0.6,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1.67,0.0,0.0,,18,1.6,,0,3,18.0,16,1.33,0,2,-2,-3.33,-3.04,0,1,0,0,0,1,0,,,,,,,,,,,,,,,DF,MF,True,Defender,False,False,False,0.0,0.0,0.0,0.0,0.0,1.6666666666666665,0.0,0.0,1.6666666666666665,0.0,0.0,0.0,1.6666666666666665,0.0
Boulaye Dia,sn SEN,"FW,MF",Lazio,it Serie A,28.0,1996.0,27,14,1253,13.9,1,2,3,1,0,0,1,0,0.22,12,7,58.3,0.86,0.5,0.08,0.14,46,36.6,70.0,2,13,21.0,5,1.44,14,11,3,0.22,0.3,19,14,4,0,3,7,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,False,0.07182761372705507,0.14365522745411013,0.07182761372705507,0.07182761372705507,0.0,0.8619313647246608,0.5027932960893855,1.3647246608140462,1.005586592178771,0.28731045490822027,0.0,0.2154828411811652,0.5027932960893855,0.0
Ibrahim Diabaté,ci CIV,FW,Alavés,es La Liga,25.0,1999.0,10,6,578,6.4,2,0,2,2,0,0,1,0,0.31,15,5,33.3,2.34,0.78,0.13,0.4,58,16.9,69.0,0,4,41.0,4,1.5,14,8,6,0.93,1.5,6,5,3,0,2,1,0,,,,,,,,,,,,,,,FW,,False,Forward,True,False,False,0.31141868512110726,0.0,0.31141868512110726,0.15570934256055363,0.0,2.3356401384083045,0.7785467128027682,0.9342560553633218,0.7785467128027682,0.4671280276816609,0.0,0.31141868512110726,0.15570934256055363,0.0
Bambo Diaby,sn SEN,DF,Elche,es La Liga,27.0,1997.0,4,1,102,1.1,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,26,3.0,45.0,0,3,19.0,15,1.25,0,4,-4,-3.53,-3.42,3,3,0,0,1,0,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,2.6470588235294117,2.6470588235294117,0.0,0.0,0.8823529411764706,0.0,0.0
Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28.0,1996.0,8,7,543,6.0,1,0,1,1,0,0,3,0,0.17,4,3,75.0,0.66,0.5,0.25,0.33,68,15.9,74.0,5,1,24.0,2,0.88,9,11,-2,-0.33,-0.11,7,3,1,0,9,6,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.16574585635359115,0.0,0.16574585635359115,0.49723756906077343,0.0,0.6629834254143646,0.49723756906077343,1.160220994475138,0.49723756906077343,0.16574585635359115,0.0,1.4917127071823204,0.9944751381215469,0.0
Bafodé Diakité,fr FRA,DF,Bournemouth,eng Premier League,24.0,2001.0,18,15,1277,14.2,0,0,0,0,0,0,1,0,0.0,1,0,0.0,0.07,0.0,0.0,,71,37.3,84.0,13,3,6.0,19,1.28,21,27,-6,-0.42,-0.84,8,4,2,1,10,15,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.07047768206734534,0.0,0.07047768206734534,0.0,0.5638214565387627,0.28191072826938135,0.14095536413469067,0.07047768206734534,0.7047768206734535,1.0571652310101802,0.0
Amad Diallo,ci CIV,MF,Manchester Utd,eng Premier League,23.0,2002.0,32,27,2341,26.0,2,3,5,2,0,0,2,0,0.19,53,23,43.4,2.04,0.88,0.04,0.09,73,68.5,82.0,17,5,25.0,0,2.03,52,33,19,0.73,0.73,24,38,12,46,15,23,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.07689021785561725,0.1153353267834259,0.07689021785561725,0.07689021785561725,0.0,2.037590773173857,0.8842375053395984,0.9226826142674072,1.4609141392567278,0.4613413071337036,1.7684750106791969,0.5766766339171294,0.8842375053395984,0.0
Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,30.0,1995.0,25,21,1909,21.2,4,1,5,4,0,1,0,0,0.24,38,12,31.6,1.79,0.57,0.11,0.33,76,62.4,86.0,16,4,26.0,1,0.56,17,49,-32,-1.51,-0.57,27,29,11,4,2,5,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,True,0.1885804085908853,0.04714510214772132,0.1885804085908853,0.0,0.0,1.7915138816134102,0.5657412257726558,1.2729177579884756,1.3672079622839184,0.5185961236249346,0.1885804085908853,0.09429020429544265,0.23572551073860662,0.0
Zoumana Diallo,fr FRA,FW,Nice,fr Ligue 1,20.0,2005.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,10,0.3,,0,1,10.0,5,1.0,0,0,0,0.0,0.68,2,1,0,0,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0
Grady Diangana,cd COD,"MF,FW",Elche,es La Liga,27.0,1998.0,20,13,926,10.3,1,0,1,1,0,0,3,0,0.1,16,2,12.5,1.56,0.19,0.06,0.5,46,27.1,62.0,0,7,18.0,6,1.05,14,14,0,0.0,0.29,15,19,5,12,4,6,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.09719222462203024,0.0,0.09719222462203024,0.2915766738660907,0.0,1.5550755939524838,0.19438444924406048,1.4578833693304538,1.8466522678185744,0.48596112311015116,1.1663066954643628,0.38876889848812096,0.5831533477321814,0.0
Assane Diao,sn SEN,MF,Como,it Serie A,19.0,2005.0,17,13,1075,11.9,2,1,3,2,0,0,2,0,0.25,31,10,32.3,2.6,0.84,0.06,0.2,63,31.4,72.0,2,4,36.0,1,1.71,18,11,7,0.59,-0.53,15,39,3,27,4,5,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.16744186046511628,0.08372093023255814,0.16744186046511628,0.16744186046511628,0.0,2.5953488372093023,0.8372093023255813,1.255813953488372,3.265116279069767,0.25116279069767444,2.26046511627907,0.33488372093023255,0.41860465116279066,0.0
Soriba Diaoune,fr FRA,MF,Lille,fr Ligue 1,17.0,2007.0,10,1,185,2.1,1,1,2,1,0,0,0,0,0.97,10,4,40.0,4.86,1.95,0.1,0.25,19,6.0,65.0,0,9,13.0,8,1.2,6,6,0,0.0,-0.47,5,3,0,5,1,2,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.4864864864864865,0.4864864864864865,0.4864864864864865,0.0,0.0,4.864864864864865,1.945945945945946,2.4324324324324325,1.4594594594594597,0.0,2.4324324324324325,0.4864864864864865,0.972972972972973,0.0
Habib Diarra,sn SEN,MF,Sunderland,eng Premier League,21.0,2004.0,20,15,1405,15.6,2,2,4,1,1,1,6,0,0.19,26,8,30.8,1.67,0.51,0.04,0.13,70,41.1,85.0,8,5,27.0,1,1.4,17,19,-2,-0.13,0.05,19,27,3,32,4,7,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.12811387900355872,0.12811387900355872,0.06405693950177936,0.3843416370106762,0.0,1.6654804270462633,0.5124555160142349,1.217081850533808,1.7295373665480427,0.1921708185053381,2.0498220640569396,0.25622775800711745,0.4483985765124555,0.0
Moussa Diarra,ml MLI,DF,Alavés,es La Liga,24.0,2000.0,3,3,216,2.4,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,72,6.3,72.0,0,0,,11,1.33,3,3,0,0.0,0.34,4,1,0,1,1,2,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.0,0.0,0.41666666666666663,0.0,0.0,0.0,1.6666666666666665,0.41666666666666663,0.0,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.0
