Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Fls,Fld,Off,Crs,Int,TklW,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Primary_Position,Secondary_Position,Is_Multi_Position,Position_Group,Eligible_450,Eligible_900,Eligible_1350,Gls_per90_calc,Ast_per90_calc,G-PK_per90_calc,CrdY_per90_calc,CrdR_per90_calc,Sh_per90_calc,SoT_per90_calc,Fls_per90_calc,Fld_per90_calc,Off_per90_calc,Crs_per90_calc,Int_per90_calc,TklW_per90_calc,OG_per90_calc
Rúben Dias,pt POR,DF,Manchester City,eng Premier League,28.0,1997.0,26,24,2141,23.8,2,0,2,2,0,0,3,0,0.08,10,4,40.0,0.42,0.17,0.2,0.5,82,62.6,88.0,22,2,18.0,4,2.12,54,22,32,1.35,0.64,15,9,0,9,23,6,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.08407286314806164,0.0,0.08407286314806164,0.12610929472209248,0.0,0.42036431574030825,0.1681457262961233,0.6305464736104623,0.37832788416627744,0.0,0.37832788416627744,0.966837926202709,0.25221858944418496,0.0
Alassane Diatta,sn SEN,MF,Villarreal,es La Liga,20.0,2005.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,25,0.7,,0,1,25.0,8,3.0,0,0,0,0.0,-0.69,0,0,0,0,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bane Diatta,fr FRA,MF,Angers,fr Ligue 1,17.0,2008.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,5,0.2,,0,1,5.0,3,0.0,0,0,0,0.0,0.56,0,0,0,0,0,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,26.0,1999.0,18,10,1013,11.3,0,1,1,0,0,0,2,0,0.09,7,1,14.3,0.62,0.09,0.0,0.0,56,33.1,78.0,6,8,29.0,1,1.72,21,17,4,0.36,0.27,8,10,4,39,15,16,0,,,,,,,,,,,,,,,MF,DF,True,Midfielder,True,True,False,0.0,0.08884501480750247,0.0,0.17769002961500494,0.0,0.6219151036525173,0.08884501480750247,0.7107601184600197,0.8884501480750246,0.35538005923000987,3.464955577492596,1.332675222112537,1.4215202369200395,0.0
Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32.0,1993.0,30,30,2655,29.5,0,1,1,0,0,0,1,0,0.03,0,0,,0.0,0.0,,,89,86.8,89.0,29,0,,1,1.0,28,41,-13,-0.44,-0.66,0,6,0,0,2,0,0,41.0,1.39,113.0,80.0,69.0,6.0,12.0,12.0,7.0,23.3,8.0,6.0,2.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.03389830508474576,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,0.2033898305084746,0.0,0.0,0.06779661016949153,0.0,0.0
Brahim Díaz,ma MAR,"MF,FW",Real Madrid,es La Liga,25.0,1999.0,30,13,1257,14.0,1,6,7,1,0,0,2,0,0.5,15,7,46.7,1.07,0.5,0.07,0.14,42,36.8,70.0,0,17,20.0,5,2.33,22,11,11,0.79,-0.5,19,37,3,20,2,10,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.07159904534606205,0.42959427207637235,0.07159904534606205,0.1431980906921241,0.0,1.0739856801909307,0.5011933174224343,1.360381861575179,2.649164677804296,0.21479713603818618,1.431980906921241,0.1431980906921241,0.7159904534606205,0.0
Daniel Díaz,es ESP,FW,Real Sociedad,es La Liga,19.0,2006.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,18,0.5,,0,1,18.0,3,0.0,0,0,0,0.0,0.05,0,0,0,1,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Julio Diaz,es ESP,DF,Atlético Madrid,es La Liga,20.0,2005.0,4,4,310,3.4,0,1,1,0,0,0,2,0,0.29,1,0,0.0,0.29,0.0,0.0,,78,9.1,78.0,2,0,,11,1.5,6,4,2,0.58,0.12,4,3,1,6,4,3,0,,,,,,,,,,,,,,,DF,,False,Defender,False,False,False,0.0,0.2903225806451613,0.0,0.5806451612903226,0.0,0.2903225806451613,0.0,1.1612903225806452,0.8709677419354839,0.2903225806451613,1.7419354838709677,1.1612903225806452,0.8709677419354839,0.0
Junior Diaz,ci CIV,DF,Brest,fr Ligue 1,22.0,2003.0,20,17,1562,17.4,0,0,0,0,0,0,4,0,0.0,7,1,14.3,0.4,0.06,0.0,0.0,78,51.0,89.0,16,3,16.0,13,1.25,22,24,-2,-0.12,0.49,8,11,0,1,25,18,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.23047375160051214,0.0,0.4033290653008963,0.057618437900128036,0.4609475032010243,0.6338028169014085,0.0,0.057618437900128036,1.440460947503201,1.0371318822023048,0.0
Luis Díaz,co COL,MF,Bayern Munich,de Bundesliga,28.0,1997.0,32,27,2447,27.2,15,14,29,15,0,0,7,1,1.07,88,37,42.0,3.24,1.36,0.17,0.41,76,80.0,84.0,19,5,37.0,0,2.66,98,29,69,2.54,0.04,35,38,26,45,17,13,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.551695954229669,0.5149162239476911,0.551695954229669,0.25745811197384555,0.03677973028197793,3.236616264814058,1.3608500204331835,1.2872905598692275,1.3976297507151614,0.9562729873314263,1.6550878626890069,0.6252554147936249,0.47813649366571315,0.0
Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,27.0,1998.0,34,21,1870,20.8,0,1,1,0,0,0,2,0,0.05,44,6,13.6,2.12,0.29,0.0,0.0,55,54.7,76.0,9,13,21.0,1,1.32,24,31,-7,-0.34,-0.57,20,13,0,38,9,25,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.0,0.0481283422459893,0.0,0.0962566844919786,0.0,2.1176470588235294,0.2887700534759358,0.9625668449197861,0.625668449197861,0.0,1.8288770053475936,0.43315508021390375,1.2032085561497325,0.0
Tyler Dibling,eng ENG,MF,Everton,eng Premier League,19.0,2006.0,14,4,358,4.0,0,0,0,0,0,0,2,0,0.0,4,0,0.0,1.01,0.0,0.0,,26,10.5,67.0,1,10,9.0,22,1.14,4,2,2,0.5,0.65,11,11,0,7,6,3,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.5027932960893855,0.0,1.005586592178771,0.0,2.76536312849162,2.76536312849162,0.0,1.7597765363128492,1.5083798882681565,0.7541899441340782,0.0
Nouha Dicko,ml MLI,"FW,MF",Paris FC,fr Ligue 1,33.0,1992.0,8,0,72,0.8,1,1,2,1,0,0,0,0,2.5,4,2,50.0,5.0,2.5,0.25,0.5,9,2.4,,0,8,9.0,7,1.0,3,2,1,1.25,1.37,4,4,2,2,0,0,0,,,,,,,,,,,,,,,FW,MF,True,Forward,False,False,False,1.25,1.25,1.25,0.0,0.0,5.0,2.5,5.0,5.0,2.5,2.5,0.0,0.0,0.0
Yaya Diémé,sn SEN,FW,Strasbourg,fr Ligue 1,17.0,2007.0,3,2,154,1.7,0,0,0,0,0,0,2,0,0.0,2,1,50.0,1.17,0.58,0.0,0.0,51,5.0,73.0,0,1,9.0,1,1.33,2,2,0,0.0,-0.34,4,1,1,1,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,1.168831168831169,0.0,1.168831168831169,0.5844155844155845,2.337662337662338,0.5844155844155845,0.5844155844155845,0.5844155844155845,0.0,0.0,0.0
Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,25.0,2000.0,22,15,1212,13.5,10,1,11,9,1,2,2,0,0.74,45,24,53.3,3.34,1.78,0.2,0.38,55,39.6,72.0,0,7,19.0,5,1.55,22,15,7,0.52,1.01,15,13,9,2,2,2,0,,,,,,,,,,,,,,,FW,,False,Forward,True,True,False,0.7425742574257425,0.07425742574257425,0.6683168316831682,0.1485148514851485,0.0,3.3415841584158414,1.7821782178217822,1.113861386138614,0.9653465346534653,0.6683168316831682,0.1485148514851485,0.1485148514851485,0.1485148514851485,0.0
Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,31.0,1994.0,9,7,688,7.6,1,0,1,1,0,0,0,0,0.13,3,2,66.7,0.39,0.26,0.33,0.5,76,22.5,90.0,7,2,29.0,10,1.33,15,15,0,0.0,-0.23,9,4,0,2,10,2,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.1308139534883721,0.0,0.1308139534883721,0.0,0.0,0.39244186046511625,0.2616279069767442,1.177325581395349,0.5232558139534884,0.0,0.2616279069767442,1.3081395348837208,0.2616279069767442,0.0
Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32.0,1993.0,31,21,1852,20.6,0,6,6,0,0,0,3,0,0.29,14,5,35.7,0.68,0.24,0.0,0.0,60,54.2,80.0,10,10,16.0,7,1.77,29,23,6,0.29,0.23,14,12,3,108,13,26,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.2915766738660907,0.0,0.14578833693304535,0.0,0.6803455723542117,0.24298056155507558,0.6803455723542117,0.5831533477321814,0.14578833693304535,5.248380129589633,0.6317494600431965,1.263498920086393,0.0
Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,28.0,1996.0,30,28,2464,27.4,5,0,5,1,4,4,6,0,0.04,23,13,56.5,0.84,0.47,0.04,0.08,82,80.5,87.0,23,2,18.0,0,1.2,40,43,-3,-0.11,1.1,15,22,1,5,24,30,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.18262987012987011,0.0,0.03652597402597403,0.21915584415584416,0.0,0.8400974025974026,0.47483766233766234,0.5478896103896104,0.8035714285714285,0.03652597402597403,0.18262987012987011,0.8766233766233766,1.0957792207792207,0.0
Federico Dimarco,it ITA,MF,Inter,it Serie A,27.0,1997.0,35,30,2698,30.0,7,16,23,7,0,0,3,0,0.77,65,22,33.8,2.17,0.73,0.11,0.32,77,78.9,84.0,20,5,36.0,3,2.23,73,27,46,1.53,0.54,41,23,5,295,30,31,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.23350630096367678,0.5337286879169755,0.23350630096367678,0.10007412898443291,0.0,2.168272794662713,0.7338769458858414,1.36767976278725,0.7672349888806522,0.16679021497405486,9.840622683469237,1.000741289844329,1.0340993328391401,0.0
Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,31.0,1993.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,52.6,90.0,20,0,,15,1.65,29,25,4,0.2,0.92,0,4,0,0,1,0,0,25.0,1.25,74.0,52.0,70.3,10.0,3.0,7.0,5.0,25.0,4.0,3.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0
Junior Dina Ebimbe,cm CMR,MF,Brest,fr Ligue 1,24.0,2000.0,27,15,1165,12.9,5,0,5,5,0,0,3,0,0.39,27,9,33.3,2.09,0.7,0.19,0.56,43,38.1,66.0,1,12,14.0,2,1.04,15,21,-6,-0.46,-0.18,22,15,3,4,6,16,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,False,0.38626609442060084,0.0,0.38626609442060084,0.23175965665236054,0.0,2.0858369098712446,0.6952789699570815,1.6995708154506437,1.1587982832618027,0.23175965665236054,0.30901287553648066,0.46351931330472107,1.2360515021459226,0.0
Eren Dinkçi,de GER,"MF,FW",Heidenheim,de Bundesliga,23.0,2001.0,14,13,1131,12.6,3,1,4,3,0,0,3,0,0.32,25,9,36.0,1.99,0.72,0.12,0.33,81,37.0,85.0,7,1,28.0,0,0.93,22,24,-2,-0.16,1.19,9,4,0,22,5,13,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,False,0.23872679045092837,0.07957559681697612,0.23872679045092837,0.23872679045092837,0.0,1.9893899204244032,0.7161803713527851,0.7161803713527851,0.3183023872679045,0.0,1.750663129973475,0.3978779840848807,1.0344827586206897,0.0
Eren Dinkçi,de GER,MF,Freiburg,de Bundesliga,23.0,2001.0,8,3,248,2.8,0,0,0,0,0,0,1,0,0.0,4,0,0.0,1.45,0.0,0.0,,31,8.1,62.0,0,5,12.0,0,1.13,4,7,-3,-1.09,-0.99,2,1,0,10,4,4,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.3629032258064516,0.0,1.4516129032258065,0.0,0.7258064516129032,0.3629032258064516,0.0,3.629032258064516,1.4516129032258065,1.4516129032258065,0.0
Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24.0,2001.0,24,24,2131,23.7,2,2,4,2,0,0,4,1,0.17,9,4,44.4,0.38,0.17,0.22,0.5,89,69.6,89.0,21,0,,1,1.13,27,29,-2,-0.08,0.69,31,26,2,0,33,17,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.08446738620366025,0.08446738620366025,0.08446738620366025,0.1689347724073205,0.04223369310183012,0.3801032379164711,0.1689347724073205,1.3092444861567338,1.0980760206475833,0.08446738620366025,0.0,1.3937118723603943,0.7179727827311122,0.0
Yan Diomandé,ci CIV,"FW,MF",RB Leipzig,de Bundesliga,18.0,2006.0,33,28,2472,27.5,12,8,20,12,0,0,2,0,0.73,53,26,49.1,1.93,0.95,0.23,0.46,75,80.8,84.0,11,5,27.0,0,1.97,55,35,20,0.73,0.88,19,34,7,45,16,19,0,,,,,,,,,,,,,,,FW,MF,True,Forward,True,True,True,0.4368932038834951,0.29126213592233013,0.4368932038834951,0.07281553398058253,0.0,1.9296116504854368,0.9466019417475728,0.691747572815534,1.2378640776699028,0.25485436893203883,1.6383495145631066,0.5825242718446603,0.691747572815534,0.0
Issa Diop,ma MAR,DF,Fulham,eng Premier League,28.0,1997.0,13,8,816,9.1,1,0,1,1,0,0,2,0,0.11,2,1,50.0,0.22,0.11,0.5,1.0,63,23.9,89.0,6,5,21.0,12,1.31,11,13,-2,-0.22,-0.15,9,3,0,1,6,2,0,,,,,,,,,,,,,,,DF,,False,Defender,True,False,False,0.11029411764705882,0.0,0.11029411764705882,0.22058823529411764,0.0,0.22058823529411764,0.11029411764705882,0.9926470588235294,0.33088235294117646,0.0,0.11029411764705882,0.6617647058823529,0.22058823529411764,0.0
Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,20.0,2005.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,1,0,0.0,7.5,0.0,0.0,,6,0.4,,0,2,6.0,9,0.0,0,1,-1,-7.5,-7.18,0,0,0,1,0,0,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0
Sofiane Diop,ma MAR,"MF,FW",Nice,fr Ligue 1,25.0,2000.0,33,26,2130,23.7,8,2,10,6,2,2,5,0,0.34,54,17,31.5,2.28,0.72,0.11,0.35,65,69.6,75.0,5,7,27.0,0,0.97,29,43,-14,-0.59,0.28,22,46,7,37,18,9,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.3380281690140845,0.08450704225352113,0.2535211267605634,0.2112676056338028,0.0,2.2816901408450705,0.7183098591549296,0.9295774647887324,1.943661971830986,0.29577464788732394,1.5633802816901408,0.76056338028169,0.380281690140845,0.0
Andy Diouf,fr FRA,MF,Inter,it Serie A,22.0,2003.0,19,4,493,5.5,1,0,1,1,0,0,1,0,0.18,10,3,30.0,1.83,0.55,0.1,0.33,26,14.4,75.0,2,15,13.0,17,2.37,16,5,11,2.01,0.69,5,3,1,6,1,6,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.18255578093306288,0.0,0.18255578093306288,0.18255578093306288,0.0,1.8255578093306288,0.5476673427991886,0.9127789046653144,0.5476673427991886,0.18255578093306288,1.0953346855983772,0.18255578093306288,1.0953346855983772,0.0
Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,22.0,2003.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,3,1,33.3,3.0,1.0,0.0,0.0,90,2.9,90.0,1,0,,0,0.0,0,1,-1,-1.0,-1.97,0,1,0,0,0,0,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
El Hadji Malick Diouf,sn SEN,"DF,MF",West Ham United,eng Premier League,20.0,2004.0,32,30,2707,30.1,0,5,5,0,0,0,6,0,0.17,18,4,22.2,0.6,0.13,0.0,0.0,85,79.2,88.0,24,2,33.0,0,1.09,38,47,-9,-0.3,0.96,28,25,2,109,32,19,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.16623568526043592,0.0,0.1994828223125231,0.0,0.5984484669375693,0.1329885482083487,0.930919837458441,0.8311784263021795,0.06649427410417436,3.6239379386775026,1.0639083856667897,0.6316956039896564,0.0
Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,25.0,1999.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,76.5,90.0,26,0,,6,0.96,26,45,-19,-0.73,-0.23,0,4,0,0,2,0,0,45.0,1.73,130.0,91.0,69.2,6.0,7.0,13.0,5.0,19.2,7.0,5.0,1.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0,0.0
Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,27.0,1997.0,15,1,219,2.4,0,0,0,0,0,0,3,0,0.0,4,1,25.0,1.64,0.41,0.0,0.0,15,7.2,68.0,0,14,11.0,19,1.07,3,10,-7,-2.88,-2.78,7,3,0,6,6,1,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.0,0.0,1.2328767123287672,0.0,1.643835616438356,0.410958904109589,2.8767123287671232,1.2328767123287672,0.0,2.4657534246575343,2.4657534246575343,0.410958904109589,0.0
Axel Disasi,fr FRA,DF,West Ham United,eng Premier League,27.0,1998.0,14,14,1254,13.9,0,0,0,0,0,0,1,0,0.0,5,3,60.0,0.36,0.22,0.0,0.0,90,36.7,90.0,13,0,,0,1.36,17,17,0,0.0,0.79,5,4,1,0,12,10,1,,,,,,,,,,,,,,,DF,,False,Defender,True,True,False,0.0,0.0,0.0,0.07177033492822966,0.0,0.3588516746411483,0.21531100478468898,0.3588516746411483,0.28708133971291866,0.07177033492822966,0.0,0.8612440191387559,0.7177033492822966,0.07177033492822966
Matías Dituro,ar ARG,GK,Elche,es La Liga,38.0,1987.0,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0,0,,0.0,0.0,,,90,57.9,90.0,22,0,,16,1.36,28,29,-1,-0.05,0.39,0,7,0,0,1,0,0,29.0,1.32,89.0,64.0,71.9,7.0,9.0,6.0,4.0,18.2,5.0,4.0,0.0,1.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.045454545454545456,0.0,0.0
Djené,tg TOG,"DF,MF",Getafe,es La Liga,33.0,1991.0,34,32,2578,28.6,0,0,0,0,0,0,10,2,0.0,4,0,0.0,0.14,0.0,0.0,,76,75.4,79.0,21,2,30.0,0,1.32,24,29,-5,-0.17,-0.07,35,26,0,11,38,24,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.0,0.0,0.0,0.3491078355314197,0.06982156710628394,0.13964313421256788,0.0,1.221877424359969,0.9076803723816913,0.0,0.38401861908456164,1.3266097750193948,0.8378588052754072,0.0
Harouna Djibrin,cm CMR,MF,Angers,fr Ligue 1,18.0,2006.0,15,1,336,3.7,2,1,3,2,0,0,2,0,0.8,7,3,42.9,1.87,0.8,0.29,0.67,22,11.0,60.0,0,14,20.0,3,1.2,7,5,2,0.54,1.23,9,8,0,8,5,4,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.5357142857142857,0.26785714285714285,0.5357142857142857,0.5357142857142857,0.0,1.875,0.8035714285714285,2.4107142857142856,2.142857142857143,0.0,2.142857142857143,1.3392857142857142,1.0714285714285714,0.0
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32.0,1993.0,34,29,2525,28.1,0,0,0,0,0,0,4,0,0.0,16,2,12.5,0.57,0.07,0.0,0.0,74,73.8,83.0,23,5,23.0,1,1.44,32,25,7,0.25,-0.55,17,8,0,2,42,30,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.1425742574257426,0.0,0.5702970297029704,0.0712871287128713,0.6059405940594059,0.2851485148514852,0.0,0.0712871287128713,1.497029702970297,1.0693069306930694,0.0
Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33.0,1992.0,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,90,97.4,90.0,37,0,,1,1.22,42,54,-12,-0.32,-0.32,0,5,0,0,0,2,0,54.0,1.46,182.0,133.0,73.1,12.0,9.0,16.0,10.0,27.0,5.0,5.0,0.0,0.0,GK,,False,Goalkeeper,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.0,0.0,0.0,0.05405405405405405,0.0
Henrick Do Marcolino,fr FRA,FW,Rennes,fr Ligue 1,19.0,2006.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0,0,,0.0,0.0,,,3,0.1,,0,1,3.0,5,3.0,0,0,0,0.0,-0.26,0,0,0,0,2,1,0,,,,,,,,,,,,,,,FW,,False,Forward,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0
Ritsu Doan,jp JPN,MF,Eintracht Frankfurt,de Bundesliga,27.0,1998.0,31,28,2364,26.3,5,5,10,5,0,0,5,0,0.38,41,15,36.6,1.56,0.57,0.12,0.33,76,77.3,81.0,11,3,33.0,1,1.32,50,44,6,0.23,1.52,26,35,3,111,17,23,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.19035532994923857,0.19035532994923857,0.19035532994923857,0.19035532994923857,0.0,1.5609137055837563,0.5710659898477157,0.9898477157360407,1.33248730964467,0.11421319796954314,4.225888324873097,0.6472081218274112,0.8756345177664975,0.0
Dodô,br BRA,"DF,MF",Fiorentina,it Serie A,26.0,1998.0,36,36,3134,34.8,1,2,3,1,0,0,7,0,0.09,25,4,16.0,0.72,0.11,0.04,0.25,87,91.6,87.0,30,0,,0,1.08,39,46,-7,-0.2,0.43,22,53,2,153,31,18,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,True,True,0.028717294192724955,0.05743458838544991,0.028717294192724955,0.20102105934907466,0.0,0.7179323548181238,0.11486917677089982,0.6317804722399489,1.5220165922144226,0.05743458838544991,4.393746011486917,0.8902361199744736,0.5169112954690491,0.0
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27.0,1998.0,34,34,3060,34.0,5,0,5,5,0,0,4,0,0.15,45,11,24.4,1.32,0.32,0.11,0.45,90,100.0,90.0,34,0,,0,1.15,44,58,-14,-0.41,,28,15,1,6,42,31,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.14705882352941177,0.0,0.14705882352941177,0.11764705882352941,0.0,1.3235294117647058,0.32352941176470584,0.823529411764706,0.4411764705882353,0.029411764705882353,0.1764705882352941,1.2352941176470589,0.911764705882353,0.0
Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,33.0,1992.0,11,11,787,8.7,0,0,0,0,0,0,4,0,0.0,3,0,0.0,0.34,0.0,0.0,,72,23.0,72.0,3,0,,15,0.45,2,15,-13,-1.49,-0.53,16,6,0,8,7,8,0,,,,,,,,,,,,,,,DF,MF,True,Defender,True,False,False,0.0,0.0,0.0,0.457433290978399,0.0,0.34307496823379924,0.0,1.829733163913596,0.6861499364675985,0.0,0.914866581956798,0.8005082592121983,0.914866581956798,0.0
Josh Doig,sct SCO,DF,Sassuolo,it Serie A,23.0,2002.0,30,22,1917,21.3,0,0,0,0,0,0,5,0,0.0,11,4,36.4,0.52,0.19,0.0,0.0,64,56.1,81.0,11,8,17.0,7,1.1,20,31,-11,-0.52,-0.94,16,19,0,39,22,20,0,,,,,,,,,,,,,,,DF,,False,Defender,True,True,True,0.0,0.0,0.0,0.23474178403755872,0.0,0.5164319248826291,0.18779342723004694,0.7511737089201878,0.892018779342723,0.0,1.8309859154929575,1.0328638497652582,0.9389671361502349,0.0
Jeremy Doku,be BEL,"MF,FW",Manchester City,eng Premier League,23.0,2002.0,30,19,1784,19.8,5,5,10,5,0,0,0,0,0.5,39,15,38.5,1.97,0.76,0.13,0.33,59,52.2,80.0,5,11,25.0,1,1.87,43,18,25,1.26,0.33,23,61,3,62,12,16,0,,,,,,,,,,,,,,,MF,FW,True,Midfielder,True,True,True,0.2522421524663677,0.2522421524663677,0.2522421524663677,0.0,0.0,1.9674887892376682,0.7567264573991032,1.1603139013452914,3.0773542600896864,0.15134529147982065,3.12780269058296,0.6053811659192826,0.8071748878923767,0.0
Tyrhys Dolan,eng ENG,MF,Espanyol,es La Liga,23.0,2001.0,36,28,2415,26.8,2,5,7,2,0,0,7,1,0.26,34,12,35.3,1.27,0.45,0.06,0.17,67,70.6,76.0,3,8,36.0,0,1.11,32,39,-7,-0.26,0.19,37,46,5,105,15,35,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,True,True,0.07453416149068323,0.1863354037267081,0.07453416149068323,0.2608695652173913,0.037267080745341616,1.267080745341615,0.4472049689440994,1.3788819875776397,1.7142857142857144,0.1863354037267081,3.9130434782608696,0.5590062111801242,1.3043478260869565,0.0
Marc Domenech,es ESP,MF,Mallorca,es La Liga,19.0,2006.0,7,2,214,2.4,0,1,1,0,0,0,0,0,0.42,3,0,0.0,1.26,0.0,0.0,,31,6.3,61.0,0,5,18.0,10,0.86,3,2,1,0.42,0.73,3,3,0,7,0,2,0,,,,,,,,,,,,,,,MF,,False,Midfielder,False,False,False,0.0,0.4205607476635514,0.0,0.0,0.0,1.2616822429906542,0.0,1.2616822429906542,1.2616822429906542,0.0,2.9439252336448596,0.0,0.8411214953271028,0.0
Benjamín Domínguez,ar ARG,MF,Bologna,it Serie A,21.0,2003.0,15,6,547,6.1,0,3,3,0,0,0,1,0,0.49,12,2,16.7,1.97,0.33,0.0,0.0,36,16.0,67.0,1,9,16.0,19,1.6,9,6,3,0.49,0.49,6,18,3,7,2,2,0,,,,,,,,,,,,,,,MF,,False,Midfielder,True,False,False,0.0,0.4936014625228519,0.0,0.16453382084095064,0.0,1.9744058500914077,0.3290676416819013,0.9872029250457038,2.9616087751371114,0.4936014625228519,1.1517367458866545,0.3290676416819013,0.3290676416819013,0.0
